id,titulo,preco,preco_original,desconto,vendedor,reputacao_vendedor,condicao,frete_gratis,link,imagem_url,localizacao,vendas,media_avaliacoes,total_avaliacoes,entrega,marca,data_coleta,nome_produto_detalhado,condicao_produto_detalhada,descricao_produto,preco_detalhado,desconto_detalhado,frete_gratis_detalhado,tempo_entrega,nome_loja,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,caracteristicas_principais,fotos_produto,avaliacao,outros_dados,timestamp_extracao_detalhada,tem_dados_detalhados,total_reviews,rating_medio,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,cobertura_texto_reviews,tamanho_medio_review,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,metodo_coleta_reviews,qualidade_extracao_detalhada,metodo_extracao_detalhada,score_qualidade_detalhes,tamanho_resposta_bytes,status_resposta_http
MLB37141763,Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml,"R$ 64,21",R$ 71,,N/A,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB37141763#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=d63e605e-0b25-4eb6-9481-02dd765c1b69&wid=MLB4164477091&sid=search,N/A (imagens desabilitadas),,,4.8,7399,Frete grátis,N/A,2025-09-26T21:51:26.444343,,,,,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,nao_coletado,nao_realizada,nao_realizada,0,0,0
MLB36751629,Cartucho de tinta preta HP Advantage 664 de 2 ml,"R$ 65,73",R$ 78,,Eshop,,,True,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-advantage-664-de-2-ml/p/MLB36751629#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=d63e605e-0b25-4eb6-9481-02dd765c1b69&wid=MLB4198173329&sid=search,N/A (imagens desabilitadas),,,4.7,4923,Frete grátis,N/A,2025-09-26T21:51:26.444343,,,,,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,nao_coletado,nao_realizada,nao_realizada,0,0,0
