title,link,price,seller,condition,site_code,pagina,lote,index,preco,condicao,vendedor_nome,vendedor_avaliacao,total_avaliacoes,avaliacao_media,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1
Termo Invicta GLT Pressão 1L metalizadolisa,https://www.mercadolivre.com.br/termo-invicta-glt-presso-1l-metalizadolisa/p/MLB15292657?searchVariation=MLB15292657#polycard_client=search-nordic&searchVariation=MLB15292657&wid=MLB3967183489&position=17&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$6,17",Vendedor não especificado,Não especificado,MLB,2,2,83,"R$ 62,90",Novo  |  +5mil vendidos,Vendido porADVANZCOMMERCE,MercadoLíder Platinum,1.0,4.5,1,0,0,0,0,76.94,8.46,5.03,2.16,7.41,inf
Garrafa Térmica 1000ml Oster Para Café Chá Aço Inox Prata Com Alça Casselbeck 146391.01,https://www.mercadolivre.com.br/garrafa-termica-1000ml-oster-para-cafe-cha-aco-inox-prata-com-alca-casselbeck-14639101/p/MLB47608624?searchVariation=MLB47608624#polycard_client=search-nordic&searchVariation=MLB47608624&wid=MLB4040216327&position=31&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 5x R$30,53 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,84,"R$ 152,65",Novo  |  +100 vendidos,Vendido porTHE COMPANY2002,MercadoLíder,10.0,2.9,4,0,1,1,4,40.0,0.0,10.0,10.0,40.0,1.0
Botijão Garrafão Térmico Com Torneira 10l Arezzo Preto Unitermi,https://www.mercadolivre.com.br/botijo-garrafo-termico-com-torneira-10l-arezzo-preto-unitermi/p/MLB19753933?searchVariation=MLB19753933#polycard_client=search-nordic&searchVariation=MLB19753933&wid=MLB3961572597&position=28&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$12,46",Vendedor não especificado,Não especificado,MLB,2,2,85,"R$ 127,05",Novo  |  +5mil vendidos,Vendido porROSA LED,MercadoLíder Platinum,1.0,4.7,1,0,0,0,0,85.68,8.49,2.25,1.08,2.5,inf
Garrafa Térmica Pressão Magic Pump 500ml Preta,https://www.mercadolivre.com.br/garrafa-termica-presso-magic-pump-500ml-preta/p/MLB26414618?searchVariation=MLB26414618#polycard_client=search-nordic&searchVariation=MLB26414618&wid=MLB4670711730&position=19&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,38",Vendedor não especificado,Não especificado,MLB,2,2,86,"R$ 54,90",Novo  |  +100 vendidos,Vendido porCordeiro Home,MercadoLíder Platinum,38.0,4.6,27,7,3,0,1,71.05,18.42,7.89,0.0,2.63,27.0
Garrafa Térmica Em Inox Com 3 Xícara Bebidas Quentes E Frias Cor Rosa,https://www.mercadolivre.com.br/garrafa-termica-em-inox-com-3-xicara-bebidas-quentes-e-frias-cor-rosa/p/MLB27582977?searchVariation=MLB27582977#polycard_client=search-nordic&searchVariation=MLB27582977&wid=MLB3852777457&position=14&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,79",Vendedor não especificado,Não especificado,MLB,2,2,87,"R$ 38,63",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,759.0,4.5,588,66,32,26,47,77.47,8.7,4.22,3.43,6.19,12.51063829787234
Garrafa Térmica Inox 1 Litro Térmica De Aço Inox Mantém A Bebida Gelada Por 24 Horas E Quente Por 12 Horas Fácil De Carregar Não Vaza Compacte Bonita E Resistente Squeeze,https://www.mercadolivre.com.br/garrafa-termica-inox-1-litro-termica-de-aco-inox-mantem-a-bebida-gelada-por-24-horas-e-quente-por-12-horas-facil-de-carregar-no-vaza-compacte-bonita-e-resistente-squeeze/p/MLB36338378?searchVariation=MLB36338378#polycard_client=search-nordic&searchVariation=MLB36338378&wid=MLB3932216359&position=21&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$4,80",Vendedor não especificado,Não especificado,MLB,2,2,88,"R$ 48,99",Novo  |  +1000 vendidos,Loja oficialPLUSSMAR,MercadoLíder,434.0,4.8,389,28,8,4,5,89.63,6.45,1.84,0.92,1.15,77.8
"Garrafa Térmica Resistente 1 Litro Para Café, Chá - Mor Cor Vermelho",https://www.mercadolivre.com.br/garrafa-termica-resistente-1-litro-para-cafe-cha-mor-cor-vermelho/p/MLB22313473?searchVariation=MLB22313473#polycard_client=search-nordic&searchVariation=MLB22313473&wid=MLB5002903356&position=24&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,2,2,89,"R$ 32,18",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,140.0,4.7,123,8,3,2,4,87.86,5.71,2.14,1.43,2.86,30.75
"Garrafa Térmica Esportiva Em Aço Inox, 800ml Parede Dupla",https://produto.mercadolivre.com.br/MLB-5344633016-garrafa-termica-esportiva-em-aco-inox-800ml-parede-dupla-_JM?searchVariation=183315826388#polycard_client=search-nordic&searchVariation=183315826388&position=47&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$3,85",Vendedor não especificado,Não especificado,MLB,2,2,90,"R$ 39,33",Novo  |  3 vendidos,fashiononline2,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica 4l Revestida Couro Rustica Terere Chima Agua,https://produto.mercadolivre.com.br/MLB-5364493830-garrafa-termica-4l-revestida-couro-rustica-terere-chima-agua-_JM?searchVariation=183438219662#polycard_client=search-nordic&searchVariation=183438219662&position=48&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$26,60",Vendedor não especificado,Não especificado,MLB,2,2,91,R$ 272,Novo,Mateyna Terere,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Nordk Purple N00040 Is The New Black Aço Inox 500ml Cor Roxo,https://www.mercadolivre.com.br/garrafa-termica-nordk-purple-n00040-is-the-new-black-aco-inox-500ml-cor-roxo/p/MLB26071485?searchVariation=MLB26071485#polycard_client=search-nordic&searchVariation=MLB26071485&wid=MLB3956520396&position=32&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 2x R$44,95 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,92,"R$ 59,90",Novo  |  +100 vendidos,Loja oficialKubbo,MercadoLíder Platinum,39.0,4.8,35,3,0,0,1,89.74,7.69,0.0,0.0,2.56,35.0
Presente Garrafa Água Disign Sujo Wd-40 Copo Térmico Inox,https://produto.mercadolivre.com.br/MLB-4045968091-presente-garrafa-agua-disign-sujo-wd-40-copo-termico-inox-_JM?searchVariation=183483278594#polycard_client=search-nordic&searchVariation=183483278594&position=49&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 6x R$40,85 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,93,"R$ 245,10",Novo,SDOFICIAL PLATINUM,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1200ml Garrafa Térmica Bebidas Quentes E Frias Adequado para desportos ao ar livre e campismo Cor Azul-marinho Genérica 100101,https://www.mercadolivre.com.br/1200ml-garrafa-termica-bebidas-quentes-e-frias-adequado-para-desportos-ao-ar-livre-e-campismo-cor-azul-marinho-generica-100101/p/MLB37890112?searchVariation=MLB37890112#polycard_client=search-nordic&searchVariation=MLB37890112&wid=MLB5318904780&position=26&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,39",Vendedor não especificado,Não especificado,MLB,2,2,94,"R$ 59,28",Novo  |  +1000 vendidos,Vendido porHJE202406,MercadoLíder Platinum,961.0,4.8,864,52,13,7,25,89.91,5.41,1.35,0.73,2.6,34.56
"Garrafa Térmica 4,0L Chá Água Frio Inox Chacal",https://www.mercadolivre.com.br/garrafa-termica-40l-cha-agua-frio-inox-chacal/p/MLB22796808?searchVariation=MLB22796808#polycard_client=search-nordic&searchVariation=MLB22796808&wid=MLB5311102770&position=27&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$15,38",Vendedor não especificado,Não especificado,MLB,2,2,95,"R$ 156,90",Novo  |  +1000 vendidos,Vendido porSOMADO STORE,MercadoLíder,126.0,4.7,108,7,3,3,5,85.71,5.56,2.38,2.38,3.97,21.6
Garrafa Térmica 1l Marca Belakaza,https://produto.mercadolivre.com.br/MLB-4036899261-garrafa-termica-1l-marca-belakaza-_JM?searchVariation=187576480455#polycard_client=search-nordic&searchVariation=187576480455&position=50&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,2,2,96,"R$ 49,90",Novo,ANALUCIASILVAMAZER,+5Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Rolha 650ml Para Café Chá Florença Unitermi Cor Vermelho,https://www.mercadolivre.com.br/garrafa-termica-rolha-650ml-para-cafe-cha-florenca-unitermi-cor-vermelho/p/MLB24995926?searchVariation=MLB24995926#polycard_client=search-nordic&searchVariation=MLB24995926&wid=MLB3380675863&position=33&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,19",Vendedor não especificado,Não especificado,MLB,2,2,97,"R$ 32,53",Novo  |  +1000 vendidos,Loja oficialVillegas Center,MercadoLíder Platinum,1.0,4.7,1,0,0,0,0,85.43,6.53,3.18,1.27,3.58,inf
Revolution Thermolar Thermomar Black 1 Lts 5 Anos Bentan,https://www.mercadolivre.com.br/revolution-thermolar-thermomar-black-1-lts-5-anos-bentan/p/MLB26901728?searchVariation=MLB26901728#polycard_client=search-nordic&searchVariation=MLB26901728&wid=MLB3972254199&position=16&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$15,78",Vendedor não especificado,Não especificado,MLB,2,2,98,R$ 161,Novo  |  +100 vendidos,Vendido porBUSCASHOPCOMERCIO,MercadoLíder Platinum,6.0,4.3,3,2,1,0,0,50.0,33.33,16.67,0.0,0.0,inf
Modus Garrafa Térmica Isolada A Vácuo De Aço Inoxidável 1700ml Cor Verde,https://www.mercadolivre.com.br/modus-garrafa-termica-isolada-a-vacuo-de-aco-inoxidavel-1700ml-cor-verde/p/MLB29542356?searchVariation=MLB29542356#polycard_client=search-nordic&searchVariation=MLB29542356&wid=MLB5060269946&position=22&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 4x R$36,10 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,99,"R$ 144,39",Novo  |  +1000 vendidos,Vendido porF Coleção Selecionada,Avaliação não disponível,483.0,4.9,451,22,4,1,5,93.37,4.55,0.83,0.21,1.04,90.2
Soprano Botijão Garrafão Térmico Aspen 12 Litros,https://www.mercadolivre.com.br/soprano-botijo-garrafo-termico-aspen-12-litros/p/MLB19723953?searchVariation=MLB19723953#polycard_client=search-nordic&searchVariation=MLB19723953&wid=MLB4706331674&position=36&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 6x R$48,82 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,100,"R$ 292,90",Novo  |  +100 vendidos,Vendido por123 TUDO,MercadoLíder Platinum,27.0,4.9,25,2,0,0,0,92.59,7.41,0.0,0.0,0.0,inf
