title,link,price,seller,condition,site_code,pagina,lote,index,preco,condicao,vendedor_nome,vendedor_avaliacao,total_avaliacoes,avaliacao_media,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1
12 Garrafa Térmica Xícara Personalizada Empresa Nome Logo,https://produto.mercadolivre.com.br/MLB-5368262802-12-garrafa-termica-xicara-personalizada-empresa-nome-logo-_JM?searchVariation=183479259770#polycard_client=search-nordic&searchVariation=183479259770&position=50&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91,"em 12x R$45,17",Vendedor não especificado,Não especificado,MLB,1,1,45,"R$ 467,88",Novo  |  2 vendidos,Coconut Ice,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Termolar Magic Pump 1 Litro,https://www.mercadolivre.com.br/garrafa-termica-termolar-magic-pump-1-litro/p/MLB26587016?searchVariation=MLB26587016#polycard_client=search-nordic&searchVariation=MLB26587016&wid=MLB3937706834&position=29&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$4,89",Vendedor não especificado,Não especificado,MLB,1,1,46,"R$ 49,90",Novo  |  +1000 vendidos,Vendido porCordeiro Home,MercadoLíder Platinum,67.0,4.7,58,4,1,0,4,86.57,5.97,1.49,0.0,5.97,14.5
Invicta Garrafa térmica Airpot Inox Slim de vidro 1.8L Cor Prateado,https://www.mercadolivre.com.br/invicta-garrafa-termica-airpot-inox-slim-de-vidro-18l-cor-prateado/p/MLB10217010?searchVariation=MLB10217010#polycard_client=search-nordic&searchVariation=MLB10217010&wid=MLB3889262983&position=30&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$7,70",Vendedor não especificado,Não especificado,MLB,1,1,47,"R$ 78,56",Novo  |  +10mil vendidos,Loja oficialRei Dos Térmicos,MercadoLíder Platinum,5.0,4.5,5,0,0,0,0,81.01,7.05,3.46,1.67,6.8,inf
Cokunst Premium Academia 500ml,https://www.mercadolivre.com.br/cokunst-premium-academia-500ml/p/MLB26880334?searchVariation=MLB26880334#polycard_client=search-nordic&searchVariation=MLB26880334&wid=MLB4148965090&position=31&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,1,1,48,"R$ 48,90",Novo  |  +5mil vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,1.0,4.7,1,0,0,0,0,81.3,10.42,3.85,1.64,2.78,inf
Garrafa Térmica Gocase Fresh Inox Parede Dupla Isolada 650ml,https://www.mercadolivre.com.br/garrafa-termica-gocase-fresh-inox-parede-dupla-isolada-650ml/p/MLB28835029?searchVariation=MLB28835029#polycard_client=search-nordic&searchVariation=MLB28835029&wid=MLB3541305305&position=32&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,em 4x R$36 sem juros,Vendedor não especificado,Não especificado,MLB,1,1,49,"R$ 143,99",Novo  |  +1000 vendidos,Loja oficialAzbuy,MercadoLíder Platinum,1.0,4.8,1,0,0,0,0,91.07,4.69,1.71,0.76,1.77,inf
Garrafa Térmica Resistente Mor 1 Litro Para Café Chá Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-resistente-mor-1-litro-para-cafe-cha-cor-preto/p/MLB24436513?searchVariation=MLB24436513#polycard_client=search-nordic&searchVariation=MLB24436513&wid=MLB3818591227&position=3&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search,"em 12x R$3,36",Vendedor não especificado,Não especificado,MLB,1,1,50,"R$ 34,31",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,334.0,4.6,276,21,11,3,23,82.63,6.29,3.29,0.9,6.89,12.0
Garrafa Térmica 1 Litro Com Termômetro Led Para Chás / Café,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LiN86IHsFAChnmLrasQZqRFNMVaL%2FVQBAmFihPbrRQ5RT2ktTzMlGo2z2dDPfLh1HGdyY3jMekovqWrK588zVHEWmesMwUVFp73X0NQqHtMMeYWI%2BkIDrV9iTIe%2BNxPTE%2BOMDgH2ntoPiLZStHklVa4S%2BM84D6hYLBicUtXEXbc4Q4%2FSgJQSQHzMVR6SgU6wYtn9S8fAXPgupFRwEY4qiaH9fKQ4Q5QbaaIaSOSu1LQnFZPYoMiCPyHbz%2Bkp1z1AV9kaTryAWJVLDmoT20v8TCaBINS%2FeW6NIrJypGtUkUt3c21Wr4Z7ekcP8UK1OwgYA3rwiBJh9bJOXlYJ8O9Guf6oTff2aDVH%2FlODneMV48vS0%2F87805OeAEEpCbsUxoq8HwRBkTBdr%2FEgOH%2BLz%2FAF7ZBDzSwwx5SH3St%2F9rN77toquCWmet2O69yx%2BDfHLVM1K92tsaJ4W1SWoIeaMioGimmI3xaiVlSBomwekwQIhHfUqaOrfPz3HJkV2D1pol7Zsik7eBD%2BRDOsAFjy93BvA%2Bth8vvY7vXLuos26TDJAMqW1S6oia4kajkiQLy%2ByhxOlwFeNRLX0O7xhW6p1qoYhg1nlAINQ7KIQxLh4xj6H%2BnJKf%2F1%2FA7X9ZTlZKYLP7VR3MdS0719Yi5GSwyVKp4ndOfK9vrfXtQX2MrFkyjxK5kOi9LRDjP3JE70%2BV98AlhIQ4ZuJMUgcWRHWqQVeBgAQI%2BfdVolhFe5dm1dbX7TwOZ6iE8N%2BSgFeMKACfYEHDDXyFi%2BFc7JL6UxUxPcgIRzvptF6zwXTvu6yfwXgRDQ5Ik0N7Nhcx9zvwd%2Bh%2BbREJontOUG%2BDiSc50hZqGD0n9eYYoXLS7RhU80LqOEA%2FzFWYvtCt%2FxFh3Xw%3D%3D&searchVariation=184022220277#polycard_client=search-nordic&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$5,20",Vendedor não especificado,Não especificado,MLB,2,2,51,"R$ 53,06",Novo  |  +10mil vendidos,DARU20240421093708,+100milVendas concluídas,5.0,4.5,4,1,0,0,0,75.37,10.54,5.12,2.84,6.12,inf
Garrafa Térmica Genérica 1l Com Termômetro E Led Café/chá,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lqp%2Bj34qmVpe2Pbm6sC8icTTh%2FmcMHAkj7mbkk1LGh2vy9vp5ez%2Boxjv1VzDygix1498iNzC5RUMgHGv7oAVBqVhac4wJ2kgVze7%2FM8vGH1EMqjnrwRdwKtvm8vO9XHnbCsg6%2Bko1gBdBYYVr0AUDvI%2Bqm%2BQ6lvtDVwZz6G2pOiDMIgCWRAGhwH2HecFkCpD7EBZqSTIUc4RVMAJiWuIiruTij7UZbNRFowzv2GHXESGa23WNUtghmAvQbt1hdp1Vi9ZD9Dhp18U3JcJHZC6JWvT4oGFFpkTLBZD4JTKBNAEvU9%2FL4fF45UPBRz5fw2Wb70XoVdTeUJoJ94i6apAyUG19%2F4zV4mKlKazJjbS7%2B8J%2B%2F8txhLJBwxrEFbyr5keyBiOEQF5%2FdaM%2FiYMFISlwK%2FOo%2FTQ8ceFIqeIxEAyW1S9CgnwCabBzVIBO5mM%2B4Zb7XcgsfWv2Gvril%2FyKt%2FrJ62eDqe8DH153JHpbrDhi%2FJDx%2F2Dezp8IQmCJQBCQNP%2FWBS%2BFGuR%2F79baEnVqszehWs%2BFjCZ3EFJl41EAKMAm%2Bi8qLXO5D9rMAGIKshsxA72K1jo2UQaFXdVPUYsUb9j%2BBafzlmo05COTmKJocOzEqr2iUw%2B3Q9dlxGgeVuM8KmFVtyRoZVI7p4r3qr8RE9A7RM4vT1TsrzGOMm6tVV7g2Vr8WA%2FCC2M0He3wjtU5mVF5XiOWZShWwApPoLLqWg7xAjMYL68Uwmj6lEJ3xzP%2F7J6DNMm2obko8a%2Bvu%2B8c%2FuCBb20EY8faBeT3HtclPkMfaSo9%2FlQkwYzJZmLvLCknQuGzx%2Bzlluvm3k521bEQ7iYWj7DT3knMGi%2B5ilcAKDhT%2BFVmQKCEwYophBF0zFYa%2B6MEHlD7Ka%2F&searchVariation=187062495333#polycard_client=search-nordic&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$4,79",Vendedor não especificado,Não especificado,MLB,2,2,52,"R$ 48,85",Novo  |  +25 vendidos,CM20250219101741,+100Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Resistente Mor 1 Litro Para Café Chá Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-resistente-mor-1-litro-para-cafe-cha-cor-preto/p/MLB24436513?searchVariation=MLB24436513#polycard_client=search-nordic&searchVariation=MLB24436513&wid=MLB3818591227&position=5&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,36",Vendedor não especificado,Não especificado,MLB,2,2,53,"R$ 34,31",Novo  |  +1000 vendidos,Vendido porCLICKPEOPLE,MercadoLíder Platinum,334.0,4.6,276,21,11,3,23,82.63,6.29,3.29,0.9,6.89,12.0
Garrafa Térmica De Aço Inoxidável 950ml,https://produto.mercadolivre.com.br/MLB-3927646477-garrafa-termica-de-aco-inoxidavel-950ml-_JM?searchVariation=182447973756#polycard_client=search-nordic&searchVariation=182447973756&position=37&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,2,2,54,R$ 45,Novo  |  +5 vendidos,SS20240928131614,+100Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Isomax 1l Ntk Camping Aço Inoxidável C Alça,https://produto.mercadolivre.com.br/MLB-5335360232-garrafa-termica-isomax-1l-ntk-camping-aco-inoxidavel-c-alca-_JM?searchVariation=187376988649#polycard_client=search-nordic&searchVariation=187376988649&position=38&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$7,13",Vendedor não especificado,Não especificado,MLB,2,2,55,"R$ 72,70",Novo  |  +25 vendidos,NINJA FERMOTOPARTS,+50milVendas concluídas,4.0,5.0,4,0,0,0,0,100.0,0.0,0.0,0.0,0.0,inf
Garrafa Jarra Térmica Inox Termômetro Digital 1l C/ Display Cor Preto,https://www.mercadolivre.com.br/garrafa-jarra-termica-inox-termmetro-digital-1l-c-display-cor-preto/p/MLB39869301?searchVariation=MLB39869301#polycard_client=search-nordic&searchVariation=MLB39869301&wid=MLB5177227546&position=3&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,40",Vendedor não especificado,Não especificado,MLB,2,2,56,"R$ 55,11",Novo  |  +1000 vendidos,Vendido porRSAM_IMPORTS,MercadoLíder Platinum,299.0,4.6,250,25,5,6,13,83.61,8.36,1.67,2.01,4.35,19.23076923076923
Vittak Garrafa de Água Térmica Aço Inox Gelada Anti Vazamento 500ml de Dupla Camada com Tampa Rosqueável,https://www.mercadolivre.com.br/vittak-garrafa-de-agua-termica-aco-inox-gelada-anti-vazamento-500ml-de-dupla-camada-com-tampa-rosqueavel/p/MLB36757240?searchVariation=MLB36757240#polycard_client=search-nordic&searchVariation=MLB36757240&wid=MLB4628802296&position=6&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$4,18",Vendedor não especificado,Não especificado,MLB,2,2,57,"R$ 42,68",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,589.0,4.7,491,53,15,2,28,83.36,9.0,2.55,0.34,4.75,17.535714285714285
Termo Invicta GLT Pressão 1L pretolisa,https://www.mercadolivre.com.br/termo-invicta-glt-presso-1l-pretolisa/p/MLB12793771?searchVariation=MLB12793771#polycard_client=search-nordic&searchVariation=MLB12793771&wid=MLB5263075352&position=10&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$4,89",Vendedor não especificado,Não especificado,MLB,2,2,58,"R$ 49,90",Novo  |  +5mil vendidos,Vendido porADVANZCOMMERCE,MercadoLíder Platinum,1.0,4.5,1,0,0,0,0,76.94,8.46,5.03,2.16,7.41,inf
Garrafão Térmico 5 Litros Supertermo Termolar Cor Azul,https://www.mercadolivre.com.br/garrafo-termico-5-litros-supertermo-termolar-cor-azul/p/MLB19724263?searchVariation=MLB19724263#polycard_client=search-nordic&searchVariation=MLB19724263&wid=MLB4258255744&position=8&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,47",Vendedor não especificado,Não especificado,MLB,2,2,59,"R$ 35,42",Novo  |  +10mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,1.0,4.7,1,0,0,0,0,84.24,9.61,2.82,1.15,2.18,inf
Garrafa Água De Aço Inox 750ml Mor Capa Neoprene Alça Academia Caminhada,https://www.mercadolivre.com.br/garrafa-agua-de-aco-inox-750ml-mor-capa-neoprene-alca-academia-caminhada/p/MLB19699651?searchVariation=MLB19699651#polycard_client=search-nordic&searchVariation=MLB19699651&wid=MLB5179788422&position=9&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,53",Vendedor não especificado,Não especificado,MLB,2,2,60,R$ 36,Novo  |  +10mil vendidos,Vendido porKAB COMERCIAL,MercadoLíder Platinum,756.0,4.3,544,73,52,30,57,71.96,9.66,6.88,3.97,7.54,9.543859649122806
Garrafa Térmica 1200ml Bebidas Quentes E Frias Cor Azul-marinho Portátil Lsolamento De Aço Inoxidável 304 Térmico Antiderrapante,https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-cor-azul-marinho-portatil-lsolamento-de-aco-inoxidavel-304-termico-antiderrapante/p/MLB47842474?searchVariation=MLB47842474#polycard_client=search-nordic&searchVariation=MLB47842474&wid=MLB5027980608&position=12&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,81",Vendedor não especificado,Não especificado,MLB,2,2,61,"R$ 59,24",Novo  |  +500 vendidos,Vendido porLQM202310,MercadoLíder Platinum,138.0,4.8,124,8,0,2,4,89.86,5.8,0.0,1.45,2.9,31.0
Garrafa Aço Inoxidavel 710 Ml Puma Importada Eua,https://produto.mercadolivre.com.br/MLB-5364202036-garrafa-aco-inoxidavel-710-ml-puma-importada-eua-_JM?searchVariation=183437738020#polycard_client=search-nordic&searchVariation=183437738020&position=39&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$25,62",Vendedor não especificado,Não especificado,MLB,2,2,62,R$ 262,Novo,MY.BEST.BUY,+500Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cokunst Premium Academia De Água Squeeze Térmica Inox Mantém Temperatura Cor Branca 500 ML,https://www.mercadolivre.com.br/cokunst-premium-academia-de-agua-squeeze-termica-inox-mantem-temperatura-cor-branca-500-ml/p/MLB26880335?searchVariation=MLB26880335#polycard_client=search-nordic&searchVariation=MLB26880335&wid=MLB4270356016&position=4&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,Preço não encontrado,Vendedor não especificado,Não especificado,MLB,2,2,63,"R$ 44,13",Novo  |  +1000 vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,1.0,4.7,1,0,0,0,0,81.3,10.42,3.85,1.64,2.78,inf
Garrafa Térmica Squeeze De Academia Inox Água 1 Litro Sports Start Premium Cor Preto,https://www.mercadolivre.com.br/garrafa-termica-squeeze-de-academia-inox-agua-1-litro-sports-start-premium-cor-preto/p/MLB29068823?searchVariation=MLB29068823#polycard_client=search-nordic&searchVariation=MLB29068823&wid=MLB4308311614&position=29&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,91",Vendedor não especificado,Não especificado,MLB,2,2,64,"R$ 39,87",Novo  |  +1000 vendidos,Vendido porSTARTCOMERCIODIGITAL,MercadoLíder,853.0,4.7,742,55,19,12,25,86.99,6.45,2.23,1.41,2.93,29.68
"Garrafa Térmica Em Aço Inox 1,5 Litros - Chacal",https://www.mercadolivre.com.br/garrafa-termica-em-aco-inox-15-litros-chacal/p/MLB41270064?searchVariation=MLB41270064#polycard_client=search-nordic&searchVariation=MLB41270064&wid=MLB5368895916&position=15&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$10,44",Vendedor não especificado,Não especificado,MLB,2,2,65,"R$ 106,52",Novo  |  +50 vendidos,Vendido porBR GROW,MercadoLíder Gold,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Wolff Bird De Plástico Branca 1l Cor Branco,https://www.mercadolivre.com.br/garrafa-termica-wolff-bird-de-plastico-branca-1l-cor-branco/p/MLB20582853?searchVariation=MLB20582853#polycard_client=search-nordic&searchVariation=MLB20582853&wid=MLB3635396453&position=11&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$7,54",Vendedor não especificado,Não especificado,MLB,2,2,66,"R$ 76,90",Novo  |  +1000 vendidos,Vendido porPREMIER CASA ESTILO,MercadoLíder Platinum,385.0,4.7,341,22,5,2,15,88.57,5.71,1.3,0.52,3.9,22.733333333333334
Garrafa Térmica Stanley Slim Bottle Ash Gloss 591ml,https://produto.mercadolivre.com.br/MLB-5348827156-garrafa-termica-stanley-slim-bottle-ash-gloss-591ml-_JM?searchVariation=183339713814#polycard_client=search-nordic&searchVariation=183339713814&position=40&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$28,85",Vendedor não especificado,Não especificado,MLB,2,2,67,R$ 295,Novo  |  4 vendidos,Victoria Louças,MercadoLíder Platinum,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica 100% Inox Revolution 1.9l Com Bomba Termolar Cor Prateado,https://www.mercadolivre.com.br/garrafa-termica-100-inox-revolution-19l-com-bomba-termolar-cor-prateado/p/MLB19724357?searchVariation=MLB19724357#polycard_client=search-nordic&searchVariation=MLB19724357&wid=MLB3681289581&position=20&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 6x R$53,82 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,68,"R$ 322,91",Novo  |  +5mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,1.0,4.8,1,0,0,0,0,89.3,5.05,2.02,0.83,2.79,inf
Jarra Térmica 500ml Tramontina Exata Preto 61636/053,https://www.mercadolivre.com.br/jarra-termica-500ml-tramontina-exata-preto-61636053/p/MLB37215669?searchVariation=MLB37215669#polycard_client=search-nordic&searchVariation=MLB37215669&wid=MLB3956404681&position=7&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,98",Vendedor não especificado,Não especificado,MLB,2,2,69,"R$ 40,66",Novo  |  +100 vendidos,Vendido porTITAN_SP,MercadoLíder Platinum,13.0,5.0,13,0,0,0,0,100.0,0.0,0.0,0.0,0.0,inf
Garrafa Térmica Pacco Vyta 500ml- Personalização Grátis,https://produto.mercadolivre.com.br/MLB-5358131910-garrafa-termica-pacco-vyta-500ml-personalizaco-gratis-_JM?searchVariation=187578438783#polycard_client=search-nordic&searchVariation=187578438783&position=41&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 6x R$46,40 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,70,"R$ 278,40",Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafão Térmico 5 Litros Azul Supertermo Termolar,https://www.mercadolivre.com.br/garrafo-termico-5-litros-azul-supertermo-termolar/p/MLB22498934?searchVariation=MLB22498934#polycard_client=search-nordic&searchVariation=MLB22498934&wid=MLB3752179777&position=18&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,77",Vendedor não especificado,Não especificado,MLB,2,2,71,"R$ 38,46",Novo  |  +10mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,5.0,4.7,5,0,0,0,0,82.83,9.98,3.91,1.1,2.17,inf
Garrafa Térmica Cascade Galapagos Preto e Amarelo 710ml,https://www.mercadolivre.com.br/garrafa-termica-cascade-galapagos-preto-e-amarelo-710ml/p/MLB26206077?searchVariation=MLB26206077#polycard_client=search-nordic&searchVariation=MLB26206077&wid=MLB3514627873&position=23&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 4x R$35,49 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,72,"R$ 140,99",Novo  |  +500 vendidos,Vendido porSPLOGIC,Avaliação não disponível,413.0,4.9,399,7,2,1,4,96.61,1.69,0.48,0.24,0.97,99.75
Garrafa Térmica Thermos Funtainer Spider-man,https://produto.mercadolivre.com.br/MLB-5346729900-garrafa-termica-thermos-funtainer-spider-man-_JM?searchVariation=187490913091#polycard_client=search-nordic&searchVariation=187490913091&position=42&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 6x R$42,80 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,73,"R$ 256,80",Novo  |  1 vendido,CAREMIAMI,+5milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Com Alça E Bico 960ml Parede Dupla Treino Viagem,https://produto.mercadolivre.com.br/MLB-5361021750-garrafa-com-alca-e-bico-960ml-parede-dupla-treino-viagem-_JM?searchVariation=183419554618#polycard_client=search-nordic&searchVariation=183419554618&position=43&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$6,46",Vendedor não especificado,Não especificado,MLB,2,2,74,"R$ 65,87",Novo  |  1 vendido,LABELLYSHOP,+50Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafa Térmica Color Mor 500ml Ref.8072 - Azul,https://www.mercadolivre.com.br/garrafa-termica-color-mor-500ml-ref8072-azul/p/MLB27606938?searchVariation=MLB27606938#polycard_client=search-nordic&searchVariation=MLB27606938&wid=MLB5276872458&position=30&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$4,83",Vendedor não especificado,Não especificado,MLB,2,2,75,"R$ 49,34",Novo  |  +500 vendidos,Vendido porEASY_DECOR,MercadoLíder Platinum,168.0,4.9,158,7,2,0,1,94.05,4.17,1.19,0.0,0.6,158.0
Garrafa Térmica 400 Ml Inox Infantil,https://produto.mercadolivre.com.br/MLB-4033145831-garrafa-termica-400-ml-inox-infantil-_JM?searchVariation=183365292710#polycard_client=search-nordic&searchVariation=183365292710&position=44&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 2x R$32,95 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,76,"R$ 65,90",Novo  |  1 vendido,ID20250324115214,+5Vendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"Bestbestowala Garrafa De Água Esportiva Dupla Para Bebida, C",https://produto.mercadolivre.com.br/MLB-4037701139-bestbestowala-garrafa-de-agua-esportiva-dupla-para-bebida-c-_JM?searchVariation=187584383865#polycard_client=search-nordic&searchVariation=187584383865&position=45&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163,"em 12x R$5,32",Vendedor não especificado,Não especificado,MLB,2,2,77,"R$ 54,24",Novo  |  1 vendido,CNCHIQUITO-BRR,+10milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Garrafinha Térmica Inox Squeeze Água Gelada Display Preto,https://www.mercadolivre.com.br/garrafinha-termica-inox-squeeze-agua-gelada-display-preto/p/MLB35479670?searchVariation=MLB35479670#polycard_client=search-nordic&searchVariation=MLB35479670&wid=MLB4644015288&position=13&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$2,50",Vendedor não especificado,Não especificado,MLB,2,2,78,"R$ 25,48",Novo  |  +5mil vendidos,Vendido porMEGA TRENDS,MercadoLíder Platinum,393.0,4.3,273,45,28,15,32,69.47,11.45,7.12,3.82,8.14,8.53125
Termo Invicta Firenze Mini 250mL branco,https://www.mercadolivre.com.br/termo-invicta-firenze-mini-250ml-branco/p/MLB15289737?searchVariation=MLB15289737#polycard_client=search-nordic&searchVariation=MLB15289737&wid=MLB5262983438&position=25&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$3,22",Vendedor não especificado,Não especificado,MLB,2,2,79,"R$ 32,90",Novo  |  +5mil vendidos,Vendido porADVANZCOMMERCE,MercadoLíder Platinum,1.0,4.6,1,0,0,0,0,80.32,8.25,4.03,1.22,6.19,inf
Bule De Porcelana Bee 600 Ml Pcln268 - Hauskraft,https://produto.mercadolivre.com.br/MLB-4026936045-bule-de-porcelana-bee-600-ml-pcln268-hauskraft-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&wid=MLB4026936045&sid=search,"em 2x R$44,40 sem juros",Vendedor não especificado,Não especificado,MLB,2,2,80,"R$ 88,79",Novo  |  2 vendidos,NIVALMIX,+5milVendas concluídas,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bule Garrafa Térmica Exata 1l Café E Cha Etc Tramontina,https://www.mercadolivre.com.br/bule-garrafa-termica-exata-1l-cafe-e-cha-etc-tramontina/p/MLB22189438?searchVariation=MLB22189438#polycard_client=search-nordic&searchVariation=MLB22189438&wid=MLB3569861571&position=34&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,39",Vendedor não especificado,Não especificado,MLB,2,2,81,"R$ 54,99",Novo  |  +1000 vendidos,Vendido porASNSOARES,MercadoLíder,252.0,4.6,213,12,5,4,18,84.52,4.76,1.98,1.59,7.14,11.833333333333334
Botijão Galão Garrafa Térmica 5lt Unitermi Tererê Café Leite Cor Preto,https://www.mercadolivre.com.br/botijo-galo-garrafa-termica-5lt-unitermi-terer-cafe-leite-cor-preto/p/MLB22618963?searchVariation=MLB22618963#polycard_client=search-nordic&searchVariation=MLB22618963&wid=MLB5318880218&position=35&search_layout=grid&type=product&tracking_id=cdfe1a44-1753-4bc2-b23f-24e1d48e0163&sid=search,"em 12x R$5,88",Vendedor não especificado,Não especificado,MLB,2,2,82,"R$ 60,29",Novo  |  +5mil vendidos,Vendido porROSA LED,MercadoLíder Platinum,1.0,4.6,1,0,0,0,0,82.66,7.51,3.68,1.43,4.73,inf
