index,title,preco,condicao,vendedor_nome,vendedor_avaliacao,avaliacao_media,total_avaliacoes,pagina,lote,site_code,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1,link
106,Garrafa Térmica Academia 1200ml Bico Flip Aço Inoxidável,"R$ 77,25",Novo  |  +5 vendidos,PRODUTOS LANÇADOS,+10milVendas concluídas,"5,0","1,0",3,3,MLB,1,0,0,0,0,"100,0","0,0","0,0","0,0","0,0",inf,https://produto.mercadolivre.com.br/MLB-5343631396-garrafa-termica-academia-1200ml-bico-flip-aco-inoxidavel-_JM?searchVariation=187459315023#polycard_client=search-nordic&searchVariation=187459315023&position=44&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
107,Vittak Garrafa Térmica 1 Litro Aço Inox Água Gelada Garantida Por 24 Horas Cor Prata Bebida Fria e Quente 1L,"R$ 52,90",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,"4,4","295,0",3,3,MLB,224,18,15,9,29,"75,9","6,1","5,1","3,0","9,8","7,7",https://www.mercadolivre.com.br/vittak-garrafa-termica-1-litro-aco-inox-agua-gelada-garantida-por-24-horas-cor-prata-bebida-fria-e-quente-1l/p/MLB37493093?searchVariation=MLB37493093#polycard_client=search-nordic&searchVariation=MLB37493093&wid=MLB5056800522&position=37&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
108,Garrafa Térmica Electrolux 1l Preta Sense To Go,R$ 234,Novo,TOMASIECHRISTREFRIGERACAOL,Avaliação não disponível,"0,0",,3,3,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5365412144-garrafa-termica-electrolux-1l-preta-sense-to-go-_JM?searchVariation=183446497994#polycard_client=search-nordic&searchVariation=183446497994&position=45&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
109,Cokunst Premium Academia Garrafinha De Água Térmica 500ml Dourada,"R$ 48,90",Novo  |  +1000 vendidos,Vendido porDOMEDOME20230630165016,MercadoLíder Gold,"4,7","1,0",3,3,MLB,1,0,0,0,0,"81,3","10,4","3,9","1,6","2,8",inf,https://www.mercadolivre.com.br/cokunst-premium-academia-garrafinha-de-agua-termica-500ml-dourada/p/MLB26880332?searchVariation=MLB26880332#polycard_client=search-nordic&searchVariation=MLB26880332&wid=MLB4149014358&position=36&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
110,Termo Soprano Cristal 1L preto,"R$ 32,47",Novo  |  +1000 vendidos,Loja oficialJaú Pesca,MercadoLíder Platinum,"4,6","518,0",3,3,MLB,422,32,25,6,33,"81,5","6,2","4,8","1,2","6,4","12,8",https://www.mercadolivre.com.br/termo-soprano-cristal-1l-preto/p/MLB11865004?searchVariation=MLB11865004#polycard_client=search-nordic&searchVariation=MLB11865004&wid=MLB3982971513&position=39&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
111,Invicta Garrafa Térmica Aço Inox Bule Wave 1 Litro,R$ 125,Novo  |  +5mil vendidos,Loja oficialTubarão Center,MercadoLíder Platinum,"4,6","1,0",3,3,MLB,1,0,0,0,0,"77,9","10,1","5,6","1,6","4,7",inf,https://www.mercadolivre.com.br/invicta-garrafa-termica-aco-inox-bule-wave-1-litro/p/MLB19753918?searchVariation=MLB19753918#polycard_client=search-nordic&searchVariation=MLB19753918&wid=MLB3854120431&position=8&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
112,Rolha Dupla Ação Termolar Cor Preto,"R$ 21,40",Novo  |  +500 vendidos,Vendido porTÉRMICOS PEQUERRUCHA,MercadoLíder,"4,7","53,0",3,3,MLB,45,5,1,1,1,"84,9","9,4","1,9","1,9","1,9","45,0",https://www.mercadolivre.com.br/rolha-dupla-aco-termolar-cor-preto/p/MLB26071503?searchVariation=MLB26071503#polycard_client=search-nordic&searchVariation=MLB26071503&wid=MLB3955877608&position=28&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
113,Modus Garrafa Térmica A Vácuo 1000ml Portátil Aço Inoxidável Cor Preto,"R$ 68,72",Novo  |  +500 vendidos,Vendido porF Coleção Selecionada,Avaliação não disponível,"4,8","101,0",3,3,MLB,91,5,1,1,3,"90,1","5,0","1,0","1,0","3,0","30,3",https://www.mercadolivre.com.br/modus-garrafa-termica-a-vacuo-1000ml-portatil-aco-inoxidavel-cor-preto/p/MLB42250146?searchVariation=MLB42250146#polycard_client=search-nordic&searchVariation=MLB42250146&wid=MLB5141531086&position=16&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
114,Garrafa Térmica 450ml Escolar Infantil Suco Agua Animais Cor Garrafa Térmica 450ml Dinossauro,"R$ 68,80",Novo  |  +1000 vendidos,Vendido porCOMETAUTILIDADES,Avaliação não disponível,"4,7","409,0",3,3,MLB,359,21,13,6,10,"87,8","5,1","3,2","1,5","2,4","35,9",https://www.mercadolivre.com.br/garrafa-termica-450ml-escolar-infantil-suco-agua-animais-cor-garrafa-termica-450ml-dinossauro/p/MLB27871553?searchVariation=MLB27871553#polycard_client=search-nordic&searchVariation=MLB27871553&wid=MLB4864976754&position=14&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
115,Garrafa Térmica Squeeze Café 500ml Copo Caneca Antivazamento,"R$ 38,90",Novo  |  +500 vendidos,Vendido porPARRA IMPORT,Avaliação não disponível,"4,2","415,0",3,3,MLB,281,32,43,15,44,"67,7","7,7","10,4","3,6","10,6","6,4",https://www.mercadolivre.com.br/garrafa-termica-squeeze-cafe-500ml-copo-caneca-antivazamento/p/MLB23147715?searchVariation=MLB23147715#polycard_client=search-nordic&searchVariation=MLB23147715&wid=MLB3924914721&position=6&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
116,Vittak Garrafa Bule Térmica Wood Fashion 1000ml Café Chá Cor Preta Mesa Posta Cabo Madeira,"R$ 52,77",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,"4,9","10,0",3,3,MLB,9,1,0,0,0,"90,0","10,0","0,0","0,0","0,0",inf,https://www.mercadolivre.com.br/vittak-garrafa-bule-termica-wood-fashion-1000ml-cafe-cha-cor-preta-mesa-posta-cabo-madeira/p/MLB37974651?searchVariation=MLB37974651#polycard_client=search-nordic&searchVariation=MLB37974651&wid=MLB5333065434&position=11&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
117,"Garrafa Isotrmica De Caminhada Em Inox 0,4 Litros Cor Azul","R$ 163,98",Novo  |  +5 vendidos,Loja oficialDecathlon Oficial,MercadoLíder Platinum,"5,0","4,0",3,3,MLB,4,0,0,0,0,"100,0","0,0","0,0","0,0","0,0",inf,https://www.mercadolivre.com.br/garrafa-isotrmica-de-caminhada-em-inox-04-litros-cor-azul/p/MLB32978227?searchVariation=MLB32978227#polycard_client=search-nordic&searchVariation=MLB32978227&wid=MLB3596261769&position=12&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
118,Tampa Rosqueada De Pressão Para Garrafa Térmica Termolar,"R$ 44,25",Novo  |  +500 vendidos,Vendido porFARIA MODAS_E_ACESSORIOS,MercadoLíder,"4,9","39,0",3,3,MLB,36,3,0,0,0,"92,3","7,7","0,0","0,0","0,0",inf,https://www.mercadolivre.com.br/tampa-rosqueada-de-presso-para-garrafa-termica-termolar/p/MLB26986737#polycard_client=search-nordic&searchVariation=MLB26986737&wid=MLB3566396481&position=3&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
119,Garrafa Térmica Massima Rolha Com Ampola Preto 1l - Aladdin,"R$ 68,14",Novo  |  +100 vendidos,Vendido porE-COMPROU,MercadoLíder Gold,"4,6","111,0",3,3,MLB,88,11,8,0,4,"79,3","9,9","7,2","0,0","3,6","22,0",https://www.mercadolivre.com.br/garrafa-termica-massima-rolha-com-ampola-preto-1l-aladdin/p/MLB35808087?searchVariation=MLB35808087#polycard_client=search-nordic&searchVariation=MLB35808087&wid=MLB4994262024&position=9&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
120,"Garrafa Termica Atacama 2,5 Litros Soprano","R$ 33,91",Novo  |  +1000 vendidos,Loja oficialRiolux,MercadoLíder Platinum,"4,4","107,0",3,3,MLB,80,10,7,3,7,"74,8","9,3","6,5","2,8","6,5","11,4",https://www.mercadolivre.com.br/garrafa-termica-atacama-25-litros-soprano/p/MLB20722890?searchVariation=MLB20722890#polycard_client=search-nordic&searchVariation=MLB20722890&wid=MLB5313923238&position=13&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
121,Garrafa térmica Termolar Magic Pump 1L preta,"R$ 47,09",Novo  |  +10mil vendidos,Loja oficialIsmafer Ferramentas,MercadoLíder Platinum,"4,7","3,0",3,3,MLB,3,0,0,0,0,"84,5","7,1","2,7","1,2","4,5",inf,https://www.mercadolivre.com.br/garrafa-termica-termolar-magic-pump-1l-preta/p/MLB11571344?searchVariation=MLB11571344#polycard_client=search-nordic&searchVariation=MLB11571344&wid=MLB4318916588&position=17&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
122,Modus Garrafa Térmica De 304 Aço Inox De Água Manter A Vácuo 750ml Roxo,"R$ 61,61",Novo  |  +1000 vendidos,Vendido porF Coleção Selecionada,Avaliação não disponível,"4,9","236,0",3,3,MLB,218,11,4,1,2,"92,4","4,7","1,7","0,4","0,8","109,0",https://www.mercadolivre.com.br/modus-garrafa-termica-de-304-aco-inox-de-agua-manter-a-vacuo-750ml-roxo/p/MLB42102328?searchVariation=MLB42102328#polycard_client=search-nordic&searchVariation=MLB42102328&wid=MLB3882368663&position=30&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
123,Garrafa Térmica Fina E Elegante - Artriun Slim 275ml,"R$ 36,97",Novo  |  +100 vendidos,ARTRIUN ARTS,+1000Vendas concluídas,"4,8","47,0",3,3,MLB,42,3,1,1,0,"89,4","6,4","2,1","2,1","0,0",inf,https://produto.mercadolivre.com.br/MLB-3641851925-garrafa-termica-fina-e-elegante-artriun-slim-275ml-_JM?searchVariation=180200605542#polycard_client=search-nordic&searchVariation=180200605542&position=46&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
124,Garrafa Térmica 3 Litros Stanlux De Aço Inoxidável,R$ 159,Novo  |  +5 vendidos,ESQUINA DA_TRADIÇÃO,+500Vendas concluídas,"0,0",,3,3,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4021936565-garrafa-termica-3-litros-stanlux-de-aco-inoxidavel-_JM?searchVariation=183276343958#polycard_client=search-nordic&searchVariation=183276343958&position=47&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
125,Garrafa Térmica Garrafa Térmica Com Termômetro 1l Cor Verde- Cor Verde-claro,R$ 41,Novo  |  +500 vendidos,Vendido porTRINDA COMMERCE,MercadoLíder,"4,5","2,0",3,3,MLB,2,0,0,0,0,"76,9","9,2","5,8","2,5","5,6",inf,https://www.mercadolivre.com.br/garrafa-termica-garrafa-termica-com-termmetro-1l-cor-verde-cor-verde-claro/p/MLB27584782?searchVariation=MLB27584782#polycard_client=search-nordic&searchVariation=MLB27584782&wid=MLB3859613531&position=23&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
126,Garrafa Térmica Gatilho Fácil Para Café Suco 1 L Tokyo Cor Preto,"R$ 74,30",Novo  |  +500 vendidos,Vendido porE-COMPROU,MercadoLíder Gold,"4,8","326,0",3,3,MLB,282,27,10,1,6,"86,5","8,3","3,1","0,3","1,8","47,0",https://www.mercadolivre.com.br/garrafa-termica-gatilho-facil-para-cafe-suco-1-l-tokyo-cor-preto/p/MLB35591754?searchVariation=MLB35591754#polycard_client=search-nordic&searchVariation=MLB35591754&wid=MLB3653913723&position=24&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
127,Garrafa Térmica 800ml Água Squeeze Inox Academia Com Alça,"R$ 43,97",Novo  |  +1000 vendidos,MATCH MADE,+10milVendas concluídas,"4,6","415,0",3,3,MLB,335,37,12,8,23,"80,7","8,9","2,9","1,9","5,5","14,6",https://produto.mercadolivre.com.br/MLB-3849594933-garrafa-termica-800ml-agua-squeeze-inox-academia-com-alca-_JM?searchVariation=184862589439#polycard_client=search-nordic&searchVariation=184862589439&position=48&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
128,Garrafa Que Sede Dotted Macaws 500ml Farm - 78323973,R$ 149,Novo  |  +5 vendidos,Casa das Três Meninas,MercadoLíder Platinum,"0,0",,3,3,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5336530884-garrafa-que-sede-dotted-macaws-500ml-farm-78323973-_JM?searchVariation=183259130498#polycard_client=search-nordic&searchVariation=183259130498&position=49&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
129,Garrafa Térmica Inox 800ml Squeeze Camping Vedação Cor Prata,"R$ 46,87",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,"4,5","1,0",3,3,MLB,1,0,0,0,0,"79,1","9,2","4,0","1,9","5,8",inf,https://www.mercadolivre.com.br/garrafa-termica-inox-800ml-squeeze-camping-vedaco-cor-prata/p/MLB26628784?searchVariation=MLB26628784#polycard_client=search-nordic&searchVariation=MLB26628784&wid=MLB5043467410&position=5&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
130,"Ampola De Vidro Exclusiva Soprano 2,5l C/ Vedação","R$ 114,90",Novo  |  +1000 vendidos,Vendido porTECNOLAR_GM_KASPER,MercadoLíder,"4,7","883,0",3,3,MLB,767,51,18,7,40,"86,9","5,8","2,0","0,8","4,5","19,2",https://www.mercadolivre.com.br/ampola-de-vidro-exclusiva-soprano-25l-c-vedaco/p/MLB24083345?searchVariation=MLB24083345#polycard_client=search-nordic&searchVariation=MLB24083345&wid=MLB3361192913&position=22&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
131,Garrafa Térmica Gocase Fresh Inox Parede Dupla Isolada 950ml Cor Preto,"R$ 179,99",Novo  |  +1000 vendidos,Loja oficialGocase,MercadoLíder Platinum,"4,8","1,0",3,3,MLB,1,0,0,0,0,"91,1","4,7","1,7","0,8","1,8",inf,https://www.mercadolivre.com.br/garrafa-termica-gocase-fresh-inox-parede-dupla-isolada-950ml-cor-preto/p/MLB28768686?searchVariation=MLB28768686#polycard_client=search-nordic&searchVariation=MLB28768686&wid=MLB5100897580&position=10&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
132,Garrafa Térmica 500ml Com Medidor De Temperatura Digital Led,"R$ 19,42",Novo  |  +1000 vendidos,Vendido porFORCEFULL,Avaliação não disponível,"4,4","335,0",3,3,MLB,247,35,22,8,23,"73,7","10,4","6,6","2,4","6,9","10,7",https://www.mercadolivre.com.br/garrafa-termica-500ml-com-medidor-de-temperatura-digital-led/p/MLB23148381?searchVariation=MLB23148381#polycard_client=search-nordic&searchVariation=MLB23148381&wid=MLB3992260663&position=7&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
133,Termo Termolar Magic Pump 1.8L preto,"R$ 60,14",Novo  |  +10mil vendidos,Loja oficialIsmafer Ferramentas,MercadoLíder Platinum,"4,7","3,0",3,3,MLB,3,0,0,0,0,"84,5","7,1","2,7","1,2","4,5",inf,https://www.mercadolivre.com.br/termo-termolar-magic-pump-18l-preto/p/MLB10005805?searchVariation=MLB10005805#polycard_client=search-nordic&searchVariation=MLB10005805&wid=MLB4046845363&position=4&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
134,"Garrafa Termica Preta 2,5 L Grande Aço Inox Terere","R$ 134,92",Novo  |  +100 vendidos,DISHUB,+1000Vendas concluídas,"4,5","8,0",3,3,MLB,7,0,0,0,1,"87,5","0,0","0,0","0,0","12,5","7,0",https://produto.mercadolivre.com.br/MLB-3987863527-garrafa-termica-preta-25-l-grande-aco-inox-terere-_JM?searchVariation=183007530432#polycard_client=search-nordic&searchVariation=183007530432&position=50&search_layout=grid&type=item&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9
135,Garrafa térmica Dolce Home com termômetro de plástico 1L branca,"R$ 49,28",Novo  |  +5mil vendidos,Vendido porMAISMAISINPORETE,MercadoLíder Gold,"4,5","2,0",3,3,MLB,2,0,0,0,0,"76,9","9,2","5,8","2,5","5,6",inf,https://www.mercadolivre.com.br/garrafa-termica-dolce-home-com-termmetro-de-plastico-1l-branca/p/MLB23643885?searchVariation=MLB23643885#polycard_client=search-nordic&searchVariation=MLB23643885&wid=MLB4046978865&position=27&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
136,Caneca Esportiva Isolada De Aço Inoxidável 800ml Com Palha De Pvc Cor Roxo,"R$ 45,98",Novo  |  +100 vendidos,Vendido porMHZ202310,MercadoLíder Platinum,"4,8","219,0",3,3,MLB,196,14,6,3,0,"89,5","6,4","2,7","1,4","0,0",inf,https://www.mercadolivre.com.br/caneca-esportiva-isolada-de-aco-inoxidavel-800ml-com-palha-de-pvc-cor-roxo/p/MLB44953007?searchVariation=MLB44953007#polycard_client=search-nordic&searchVariation=MLB44953007&wid=MLB5232646890&position=38&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
137,Garrafa Térmica Infantil Funtainer 355ml Reino Da Selva,R$ 163,Novo  |  +50 vendidos,Vendido porBrinkeii,MercadoLíder Gold,"5,0","8,0",3,3,MLB,8,0,0,0,0,"100,0","0,0","0,0","0,0","0,0",inf,https://www.mercadolivre.com.br/garrafa-termica-infantil-funtainer-355ml-reino-da-selva/p/MLB35200031?searchVariation=MLB35200031#polycard_client=search-nordic&searchVariation=MLB35200031&wid=MLB3760041191&position=40&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
138,"Jarra Térmica 2,5 Litros Chá Café Tereré Fliptop Termolar Cor Preto E Amarelo","R$ 39,90",Novo  |  +1000 vendidos,Loja oficialIsmafer Ferramentas,MercadoLíder Platinum,"4,7","2,0",3,3,MLB,2,0,0,0,0,"84,0","9,0","3,4","1,3","2,2",inf,https://www.mercadolivre.com.br/jarra-termica-25-litros-cha-cafe-terere-fliptop-termolar-cor-preto-e-amarelo/p/MLB42805379?searchVariation=MLB42805379#polycard_client=search-nordic&searchVariation=MLB42805379&wid=MLB5163987752&position=32&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
139,Garrafa Garrafão Térmica Vermelha 3lts - Invicta,"R$ 35,90",Novo  |  +1000 vendidos,Loja oficialCombat Airsoft,Avaliação não disponível,"4,7","126,0",3,3,MLB,108,7,6,1,4,"85,7","5,6","4,8","0,8","3,2","27,0",https://www.mercadolivre.com.br/garrafa-garrafo-termica-vermelha-3lts-invicta/p/MLB27589409?searchVariation=MLB27589409#polycard_client=search-nordic&searchVariation=MLB27589409&wid=MLB4009822187&position=33&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
140,Garrafão Térmico Mantém Gelado Quente Cinza Plus 5l Termolar,"R$ 38,44",Novo  |  +10mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,7","5,0",3,3,MLB,5,0,0,0,0,"82,8","10,0","3,9","1,1","2,2",inf,https://www.mercadolivre.com.br/garrafo-termico-mantem-gelado-quente-cinza-plus-5l-termolar/p/MLB19724101?searchVariation=MLB19724101#polycard_client=search-nordic&searchVariation=MLB19724101&wid=MLB4258255716&position=35&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
141,Garrafa Termica 1l Com Rattan De Plastico Marrom Tress Lyor,"R$ 67,21",Novo  |  +1000 vendidos,Vendido porPREMIER CASA ESTILO,MercadoLíder Platinum,"4,5","127,0",3,3,MLB,97,14,9,1,6,"76,4","11,0","7,1","0,8","4,7","16,2",https://www.mercadolivre.com.br/garrafa-termica-1l-com-rattan-de-plastico-marrom-tress-lyor/p/MLB19809321?searchVariation=MLB19809321#polycard_client=search-nordic&searchVariation=MLB19809321&wid=MLB4614026920&position=19&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
142,Garrafa Térmica De Água Café Inox Com Termômetro Digital Smart Cup 500 mL Negro Cores Variadas,"R$ 15,99",Novo  |  +1000 vendidos,Vendido porVASCONCELLOSREPRESENTACOES,Avaliação não disponível,"4,2","551,0",3,3,MLB,371,60,48,19,53,"67,3","10,9","8,7","3,5","9,6","7,0",https://www.mercadolivre.com.br/garrafa-termica-de-agua-cafe-inox-com-termmetro-digital-smart-cup-500-ml-negro-cores-variadas/p/MLB28009635?searchVariation=MLB28009635#polycard_client=search-nordic&searchVariation=MLB28009635&wid=MLB4040916599&position=31&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
143,Garrafa Térmica Kouda Serrano Preto - 3L,"R$ 360,01",Novo  |  +50 vendidos,Loja oficialKouda,MercadoLíder Gold,"4,7","10,0",3,3,MLB,9,0,0,1,0,"90,0","0,0","0,0","10,0","0,0",inf,https://www.mercadolivre.com.br/garrafa-termica-kouda-serrano-preto-3l/p/MLB41532548?searchVariation=MLB41532548#polycard_client=search-nordic&searchVariation=MLB41532548&wid=MLB3871384325&position=20&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
144,"Garrafa Térmica Aço Inox 1,2 Litro Água Gelada Garantida",R$ 54,Novo  |  +1000 vendidos,Vendido porCELLPHONE ACESSORIOS,MercadoLíder Gold,"4,8","682,0",3,3,MLB,604,43,10,3,22,"88,6","6,3","1,5","0,4","3,2","27,5",https://www.mercadolivre.com.br/garrafa-termica-aco-inox-12-litro-agua-gelada-garantida/p/MLB28775400?searchVariation=MLB28775400#polycard_client=search-nordic&searchVariation=MLB28775400&wid=MLB3716628523&position=21&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
145,"Garrafa Termica Florença 0,65ml - Unitermi Cor Rosa","R$ 29,90",Novo  |  +1000 vendidos,Loja oficialVillegas Center,MercadoLíder Platinum,"4,7","1,0",3,3,MLB,1,0,0,0,0,"85,4","6,5","3,2","1,3","3,6",inf,https://www.mercadolivre.com.br/garrafa-termica-florenca-065ml-unitermi-cor-rosa/p/MLB24213435?searchVariation=MLB24213435#polycard_client=search-nordic&searchVariation=MLB24213435&wid=MLB4690332330&position=18&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
146,"Chacal Garrafa Térmica Chacal 5,5l Conserva Quente E Frio Cor Preto","R$ 195,90",Novo  |  +100 vendidos,Vendido porSOMADO STORE,MercadoLíder,"4,5","122,0",3,3,MLB,90,11,12,4,5,"73,8","9,0","9,8","3,3","4,1","18,0",https://www.mercadolivre.com.br/chacal-garrafa-termica-chacal-55l-conserva-quente-e-frio-cor-preto/p/MLB22665750?searchVariation=MLB22665750#polycard_client=search-nordic&searchVariation=MLB22665750&wid=MLB5303613794&position=25&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
147,"Ampola De Reposição 1,9 Litros Mor","R$ 49,99",Novo  |  +100 vendidos,Vendido porRISC SHOP,MercadoLíder Gold,"4,6","5,0",3,3,MLB,4,0,1,0,0,"80,0","0,0","20,0","0,0","0,0",inf,https://www.mercadolivre.com.br/ampola-de-reposico-19-litros-mor/p/MLB28113189?searchVariation=MLB28113189#polycard_client=search-nordic&searchVariation=MLB28113189&wid=MLB3920967407&position=42&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
148,Garrafa Térmica Squeeze Água Inox Academia Escritório 500 Ml Cor Preto,R$ 35,Novo  |  +1000 vendidos,Vendido porALPHA_ÔMEGA,MercadoLíder Platinum,"4,7","156,0",3,3,MLB,129,15,4,1,7,"82,7","9,6","2,6","0,6","4,5","18,4",https://www.mercadolivre.com.br/garrafa-termica-squeeze-agua-inox-academia-escritorio-500-ml-cor-preto/p/MLB21820151?searchVariation=MLB21820151#polycard_client=search-nordic&searchVariation=MLB21820151&wid=MLB4431946730&position=34&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
149,Garrafa Térmica Em Aço Inox Com Termômetro Digital Led 50,"R$ 19,96",Novo  |  +10mil vendidos,Vendido porFORCEFULL,Avaliação não disponível,"4,4","338,0",3,3,MLB,246,34,27,6,25,"72,8","10,1","8,0","1,8","7,4","9,8",https://www.mercadolivre.com.br/garrafa-termica-em-aco-inox-com-termmetro-digital-led-50/p/MLB22665745?searchVariation=MLB22665745#polycard_client=search-nordic&searchVariation=MLB22665745&wid=MLB5305846652&position=29&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
150,Garrafa Térmica Vacuum 12h Com Visor Digital E Cabo Madeira,"R$ 42,74",Novo  |  +10mil vendidos,Vendido porMAISCOMPRASRJ_BR,MercadoLíder Platinum,"4,5","2,0",3,3,MLB,2,0,0,0,0,"76,9","9,2","5,8","2,5","5,6",inf,https://www.mercadolivre.com.br/garrafa-termica-vacuum-12h-com-visor-digital-e-cabo-madeira/p/MLB24379541?searchVariation=MLB24379541#polycard_client=search-nordic&searchVariation=MLB24379541&wid=MLB5265214402&position=41&search_layout=grid&type=product&tracking_id=a39c4707-ab27-49de-8496-c661b8de32f9&sid=search
