index,title,preco,condicao,vendedor_nome,vendedor_avaliacao,avaliacao_media,total_avaliacoes,pagina,lote,site_code,estrelas_5,estrelas_4,estrelas_3,estrelas_2,estrelas_1,porcentagem_5_estrelas,porcentagem_4_estrelas,porcentagem_3_estrelas,porcentagem_2_estrelas,porcentagem_1_estrela,ratio_5_to_1,link
1,Garrafa Térmica 1 Litro Com Termômetro Led Para Chás / Café,"R$ 53,06",Novo  |  +10mil vendidos,DARU20240421093708,+100milVendas concluídas,"4,5","5,0",1,1,MLB,4,1,0,0,0,"75,4","10,5","5,1","2,8","6,1",inf,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XPS46zCbN5diY%2BLhtHymdiTkXzP%2BH%2FWqq6TGyOil9wWj3qbhfoWEgPcrqzA6ZIx77JhJpvaZFaUQCnw6K%2Fd2FLt6Wck6Z7XElW3olaBaQBiDd65itPYOyZDLeGfo1huClx9gTINiX9BEjRR7oBEvmD28AuxJPfNScN%2FSxt2gT586XdNsAx%2FB7%2F7ceK2p32UN5tQlvY0TvBxiM%2FmW0aLPx666olHWqdL4sKaLdtMpARP6Z1H4vAj8e9uohtyfswUUBaSRVD586QrbB%2BPEu7emmlc8U5qY9mZEQ%2BKZs7%2F14n%2BERRW%2BsmPnKFgN4CmKelbRyFBw816V3VNMAmSVNi5EnbYSgLM0hlnyujar48rwTTjUmjA98GFrGlyxcCD%2FqXUW8Kc2iHacuVvhaajrIO3%2FC8MT346DklLAGfCyExRzH%2BEHpDf4xIaZUdjMGyJw2%2BchnRYrvD%2FyQ%2BtH2C%2BFblhC1%2BHOcuGZylz5cJOMF%2BgHobJsISxyN8d%2BFMcUDnVrI%2F0bIRGWs6%2Fpk9JXn7rEdv5hrI9lPCem32KVFr1cS0chQqK2%2FwzmieQ7BhMNBEigvKnyQro78gcj%2B7b2W4ONpkZ1NoU37yxA6a057R8ApmYwbIuWYMP0GC%2B6Rq2w6BuuANfzWo4NNO6pXIZPPsSJXjd2vHDl0f4h6Nke3%2FLSKA%2BQdWjJ3sr3N3MdZMRqnVsljqRy5tVUw8Gkh6mftJg8BTPaCFJJzXq7FBwpbYJKHZAx5fzFnKntuIA37GW2ulP3S4Ewlc4dh%2FsDqhXGSOzNnB9Obo%2B9WLnoNah1BMZG5bTUtTkDcSkEC4NfV1ZI26dNEWZ1gefTX76jiPFyhVOfuXvF941HHdXa29%2FYr3IYt5ZT%2FK8xg%2BLE0H86BNw%3D&searchVariation=184022220277#polycard_client=search-nordic&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
2,Garrafa Térmica Genérica 1l Com Termômetro E Led Café/chá,"R$ 48,85",Novo  |  +25 vendidos,CM20250219101741,+100Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=IaQMVYycr6pB0c0Qkxl%2B6RYQuOiLiYBFytkpGOQ1G4pt9mj7NQWOM0j9Faya5THq9KunheTKgeXNWbgnwL0N5rfUcsm0GDoCdP0irdIzpmzJdEyr6XI7OLaEK0Fm3tZojmCGu9AXzfRj1d5Q6BWlDUMjNEu2hKA7gMh1rrjtxSlqxHLpaPsS%2FMgCwjv%2FnXgx%2FsraBatfUHqXskMP8EyK51RJ3NyiOAkUpJAdCuaE%2Bqou0zEHnK16IsUBnvi27eqDyn8QBj7H94uHPbvBGXGKwTU3etPYpy5nC5DU832rBFjz6ok2ZZ4RJvpAGehA1dwL1%2FOOD5ksT3MTQcQwn3QqkY9r7dZcrnPeFUUqXJsWrdqp%2BMk9Ufds9%2BKAn81KywLRFVQnfhl9ZZTSNYS8pqV%2FFcNhdW1tjYlFto9tXrM2qlWk88grHmcv679geN9Cny1ItUos0CwMxeW8keVJzfUpmLJDNDdPp6tK%2BH7pVxpjgP2%2B4JqlP9H%2B9%2BTkknaIjxRAp16IhKTAEg9Hyrnu3KewWAJgjWr3jUJ3TXLmY8jVBizF5sLMiGYX6o%2FZypVVDC7aPEtv8THtwxEyFgEEZhuLqLnBVzglLvGPR%2FrGEcwzMld09XNM5Rj8%2Fgo101H00bGbfCV9A7mRyh89TfvEaa96%2BHbdnZo5w4aAyKXjm3%2BprZh1f0T2BfWte1jC8fWJee%2Bh68ne0qMa6bYb9E0LL6s7Tn8d9zo7pI%2FnhVh2D3bPvPXpPQ4jcTaPlhcsJLbwSw8wJC%2BgTLbjen9SpIqzSXuH60VtBjHYs8rpJKWQi0Luvu8DhrT6qeut8yp%2BlmtYCC2INM6QY%2F8J3TjCszJE6q7A3L3FP%2F4KHT1hBijb%2FgBEHEuK8Us3vVJ8nXw%3D&searchVariation=187062495333#polycard_client=search-nordic&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
3,Garrafa Térmica Signos 500ml Signo De Aries,"R$ 169,90",Novo  |  1 vendido,UNIVERSOMANA,1Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5370242846-garrafa-termica-signos-500ml-signo-de-aries-_JM?searchVariation=187754236569#polycard_client=search-nordic&searchVariation=187754236569&position=33&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
4,Garrafinha Térmica Squeeze 800ml Quente Frio Com Isolamento,"R$ 69,90",Novo,AZARTE,MercadoLíder Platinum,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4025922645-garrafinha-termica-squeeze-800ml-quente-frio-com-isolamento-_JM?searchVariation=187460348197#polycard_client=search-nordic&searchVariation=187460348197&position=34&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
5,Garrafa Térmica Pacco Hydra V2 650ml - Personalização Grátis,"R$ 264,60",Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5358285704-garrafa-termica-pacco-hydra-v2-650ml-personalizaco-gratis-_JM?searchVariation=187578896237#polycard_client=search-nordic&searchVariation=187578896237&position=35&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
6,Garrafa Térmica 1 Litro Com Termômetro Led Para Chás / Café,"R$ 53,06",Novo  |  +10mil vendidos,DARU20240421093708,+100milVendas concluídas,"4,5","5,0",1,1,MLB,4,1,0,0,0,"75,4","10,5","5,1","2,8","6,1",inf,https://produto.mercadolivre.com.br/MLB-4967167410-garrafa-termica-1-litro-com-termmetro-led-para-chas-cafe-_JM?searchVariation=184022220277#polycard_client=search-nordic&searchVariation=184022220277&position=36&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
7,Botijão Galão Térmico 12 Litros Garrafão C/ Torneira Pé Alça Cor Azul,R$ 229,Novo  |  +1000 vendidos,Loja oficialRei Dos Térmicos,MercadoLíder Platinum,"4,7","317,0",1,1,MLB,269,24,10,5,9,"84,9","7,6","3,1","1,6","2,8","29,9",https://www.mercadolivre.com.br/botijo-galo-termico-12-litros-garrafo-c-torneira-pe-alca-cor-azul/p/MLB22804328?searchVariation=MLB22804328#polycard_client=search-nordic&searchVariation=MLB22804328&wid=MLB5289051526&position=4&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
8,Garrafa Térmica Genérica 1l Com Termômetro E Led Café/chá,"R$ 48,85",Novo  |  +25 vendidos,CM20250219101741,+100Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-3988369437-garrafa-termica-generica-1l-com-termmetro-e-led-cafecha-_JM?searchVariation=187062495333#polycard_client=search-nordic&searchVariation=187062495333&position=37&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
9,"Garrafa térmica de pressão 1,8 litro Inox Lúmina Termolar","R$ 109,10",Novo  |  +50mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,6","5,0",1,1,MLB,5,0,0,0,0,"82,1","6,7","3,1","1,7","6,4",inf,https://www.mercadolivre.com.br/garrafa-termica-de-presso-18-litro-inox-lumina-termolar/p/MLB9989930#polycard_client=search-nordic&searchVariation=MLB9989930&wid=MLB4289839406&position=5&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
10,Garrafa Térmica Squeeze Inox 800ml Com Alça Água Academia,"R$ 51,72",Novo  |  +25 vendidos,Amarante Store,+10milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5351405250-garrafa-termica-squeeze-inox-800ml-com-alca-agua-academia-_JM?searchVariation=187545793425#polycard_client=search-nordic&searchVariation=187545793425&position=38&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
11,1200ml Garrafa Térmica Bebidas Quentes E Frias Cor Preto,"R$ 62,99",Novo  |  +5mil vendidos,Vendido porMHZ202310,MercadoLíder Platinum,"4,8","961,0",1,1,MLB,864,52,13,7,25,"89,9","5,4","1,4","0,7","2,6","34,6",https://www.mercadolivre.com.br/1200ml-garrafa-termica-bebidas-quentes-e-frias-cor-preto/p/MLB37798840?searchVariation=MLB37798840#polycard_client=search-nordic&searchVariation=MLB37798840&wid=MLB4014089033&position=6&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
12,"Bestbestowala Garrafa De Água Esportiva Dupla Para Bebida, C","R$ 53,22",Novo  |  1 vendido,CNCHIQUITO-BRR,+10milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4037701139-bestbestowala-garrafa-de-agua-esportiva-dupla-para-bebida-c-_JM?searchVariation=187584383865#polycard_client=search-nordic&searchVariation=187584383865&position=39&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
13,Garrafa Térmica Presente Dia Das Mães C/bico E Trava Rosa,"R$ 49,11",Novo  |  +5 vendidos,MANUKS FERRAMENTAS,+10milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5340563234-garrafa-termica-presente-dia-das-mes-cbico-e-trava-rosa-_JM?searchVariation=187420625275#polycard_client=search-nordic&searchVariation=187420625275&position=40&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
14,Garrafa Térmica Pacco Hydra V2 950ml - Personalização Grátis,R$ 294,Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4036990133-garrafa-termica-pacco-hydra-v2-950ml-personalizaco-gratis-_JM?searchVariation=187579146987#polycard_client=search-nordic&searchVariation=187579146987&position=41&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
15,Garrafa Térmica Café Chá 1litro Invicta Metalizada C Alça Cor Prata,"R$ 78,72",Novo  |  +5mil vendidos,Vendido porMaru Utilidades e Brinquedos,MercadoLíder Gold,"4,4","614,0",1,1,MLB,471,51,33,15,44,"76,7","8,3","5,4","2,4","7,2","10,7",https://www.mercadolivre.com.br/garrafa-termica-cafe-cha-1litro-invicta-metalizada-c-alca-cor-prata/p/MLB23492741?searchVariation=MLB23492741#polycard_client=search-nordic&searchVariation=MLB23492741&wid=MLB3871683549&position=7&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
16,O Copo Isolante de Aço Inoxidável 304 com Grande Capacidade de 1200 Ml Pode ser Mantido Quente e Frio Genérica 100101,"R$ 59,49",Novo  |  +5mil vendidos,Vendido porWDW202406,MercadoLíder Platinum,"4,8","601,0",1,1,MLB,540,35,6,5,15,"89,8","5,8","1,0","0,8","2,5","36,0",https://www.mercadolivre.com.br/o-copo-isolante-de-aco-inoxidavel-304-com-grande-capacidade-de-1200-ml-pode-ser-mantido-quente-e-frio-generica-100101/p/MLB36628530?searchVariation=MLB36628530#polycard_client=search-nordic&searchVariation=MLB36628530&wid=MLB4035965071&position=8&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
17,Garrafa Térmica De Aço Inox 1 Litro Água Gelada 24 Horas Quente 12 Horas Bebida Fria Quente,"R$ 46,20",Novo  |  +5mil vendidos,Loja oficialPark Ecom,MercadoLíder Platinum,"4,7","1,0",1,1,MLB,1,0,0,0,0,"86,7","5,4","2,3","1,2","4,3",inf,https://www.mercadolivre.com.br/garrafa-termica-de-aco-inox-1-litro-agua-gelada-24-horas-quente-12-horas-bebida-fria-quente/p/MLB36626766?searchVariation=MLB36626766#polycard_client=search-nordic&searchVariation=MLB36626766&wid=MLB4029449051&position=9&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
18,Garrafa Térmica Pacco Vyta 1200ml- Personalização Grátis,"R$ 355,20",Novo  |  +5 vendidos,SAUDEMOVIMENTO,+1000Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4036993439-garrafa-termica-pacco-vyta-1200ml-personalizaco-gratis-_JM?searchVariation=187579472857#polycard_client=search-nordic&searchVariation=187579472857&position=42&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
19,Garrafa Com Bico Térmica Infantil Escolar Dinossauro Rainbow,"R$ 39,80",Novo  |  1 vendido,LOJAS.BRASILEIRAS,+5milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5337580342-garrafa-com-bico-termica-infantil-escolar-dinossauro-rainbow-_JM?searchVariation=187399022065#polycard_client=search-nordic&searchVariation=187399022065&position=43&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
20,Garrafa Térmica Inox 800ml Personalizada Nome Logo Time,"R$ 59,90",Novo  |  2 vendidos,PER DISTRIBUIDOR,+50milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4037109833-garrafa-termica-inox-800ml-personalizada-nome-logo-time-_JM?searchVariation=183397727908#polycard_client=search-nordic&searchVariation=183397727908&position=44&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
21,"Growler Térmico Preto 1,9 Litros Coleman","R$ 250,20",Novo  |  +5mil vendidos,Vendido porGOLDBIJUXSHOP,Avaliação não disponível,"4,8","1,0",1,1,MLB,1,0,0,0,0,"89,2","4,6","2,1","1,0","3,1",inf,https://www.mercadolivre.com.br/growler-termico-preto-19-litros-coleman/p/MLB19724358?searchVariation=MLB19724358#polycard_client=search-nordic&searchVariation=MLB19724358&wid=MLB4030655823&position=10&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
22,Garrafa Térmica 1200ml Bebidas Quentes E Frias Portátil Lsolamento De Aço Inoxidável 304 Térmico Antiderrapante Cor Preto,"R$ 59,24",Novo  |  +1000 vendidos,Vendido porLQM202310,MercadoLíder Platinum,"4,8","138,0",1,1,MLB,124,8,0,2,4,"89,9","5,8","0,0","1,4","2,9","31,0",https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-portatil-lsolamento-de-aco-inoxidavel-304-termico-antiderrapante-cor-preto/p/MLB48407715?searchVariation=MLB48407715#polycard_client=search-nordic&searchVariation=MLB48407715&wid=MLB4033343925&position=11&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
23,Garrafa Térmica Quick Flip Stanley Hammertone Green 710ml,R$ 219,Novo  |  +100 vendidos,Vendido porBRAVIUM,MercadoLíder Platinum,"4,9","2,0",1,1,MLB,2,0,0,0,0,"93,3","3,6","1,3","0,6","1,1",inf,https://www.mercadolivre.com.br/garrafa-termica-quick-flip-stanley-hammertone-green-710ml/p/MLB47164288?searchVariation=MLB47164288#polycard_client=search-nordic&searchVariation=MLB47164288&wid=MLB4022493325&position=12&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
24,Garrafa Térmica Parede Dupla 500ml Antivazamento Aço Inox Com Kit 3 Xícara Café Agua Suco Bebidas Quentes E Frias Cor Preto Marca Ecomixshop,"R$ 37,31",Novo  |  +1000 vendidos,Vendido porCASASONHO,MercadoLíder Platinum,"4,5","104,0",1,1,MLB,79,13,3,1,8,"76,0","12,5","2,9","1,0","7,7","9,9",https://www.mercadolivre.com.br/garrafa-termica-parede-dupla-500ml-antivazamento-aco-inox-com-kit-3-xicara-cafe-agua-suco-bebidas-quentes-e-frias-cor-preto-marca-ecomixshop/p/MLB47041307?searchVariation=MLB47041307#polycard_client=search-nordic&searchVariation=MLB47041307&wid=MLB5198675540&position=13&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
25,Garrafa Térmica Bule Acolher 100% Inox 1l Sanremo Café,"R$ 78,99",Novo  |  +5mil vendidos,Loja oficialEstrela do Lar,MercadoLíder Platinum,"4,5","925,0",1,1,MLB,737,77,42,15,54,"79,7","8,3","4,5","1,6","5,8","13,6",https://www.mercadolivre.com.br/garrafa-termica-bule-acolher-100-inox-1l-sanremo-cafe/p/MLB22498776?searchVariation=MLB22498776#polycard_client=search-nordic&searchVariation=MLB22498776&wid=MLB5305947330&position=14&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
26,"Garrafa Térmica Inox Resistente 1,4l Chimarrão Cha Cor Azul","R$ 125,55",Novo  |  +25 vendidos,PHG_DISTRIBUIDORA,+100Vendas concluídas,"4,8","4,0",1,1,MLB,3,1,0,0,0,"75,0","25,0","0,0","0,0","0,0",inf,https://produto.mercadolivre.com.br/MLB-3918800423-garrafa-termica-inox-resistente-14l-chimarro-cha-cor-azul-_JM?searchVariation=182341006378#polycard_client=search-nordic&searchVariation=182341006378&position=45&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
27,Garrafão Térmico 5 Litros Mantém Gelado Quente Preto E Amarelo Trilha Camping Supertermo Termolar,"R$ 32,89",Novo  |  +10mil vendidos,Vendido porBAZAREBRINQUEDOS,Avaliação não disponível,"4,7","5,0",1,1,MLB,5,0,0,0,0,"82,8","10,0","3,9","1,1","2,2",inf,https://www.mercadolivre.com.br/garrafo-termico-5-litros-mantem-gelado-quente-preto-e-amarelo-trilha-camping-supertermo-termolar/p/MLB42805282?searchVariation=MLB42805282#polycard_client=search-nordic&searchVariation=MLB42805282&wid=MLB5369214172&position=15&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
28,Vittak Garrafa Térmica Café 1 Litro Nórdica Cabo Madeira Mesa Posta Cor Branca,"R$ 48,61",Novo  |  +1000 vendidos,Loja oficialEletroFlex,MercadoLíder Platinum,"4,6","610,0",1,1,MLB,494,44,28,13,31,"81,0","7,2","4,6","2,1","5,1","15,9",https://www.mercadolivre.com.br/vittak-garrafa-termica-cafe-1-litro-nordica-cabo-madeira-mesa-posta-cor-branca/p/MLB37448089?searchVariation=MLB37448089#polycard_client=search-nordic&searchVariation=MLB37448089&wid=MLB3888935387&position=16&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
29,Garrafa Térmica Café 1 Litro Luxo Vintage Retro,"R$ 74,95",Novo  |  +5 vendidos,EDSHOPCOMERCIOLTDA,+100Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5350825194-garrafa-termica-cafe-1-litro-luxo-vintage-retro-_JM?searchVariation=183355566502#polycard_client=search-nordic&searchVariation=183355566502&position=46&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
30,Garrafa Térmica Stanley Flip Straw Hidratação 887ml Azul,R$ 279,Novo  |  +25 vendidos,Loja oficialMercado Livre,MercadoLíder Platinum,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://www.mercadolivre.com.br/garrafa-termica-stanley-flip-straw-hidrataco-887ml-azul/p/MLB46399710?searchVariation=MLB46399710#polycard_client=search-nordic&searchVariation=MLB46399710&wid=MLB5351060170&position=17&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
31,1200ml Garrafa Térmica Bebidas Quentes E Frias Garrafas de água para desporto e fitness Cor Verde-musgo,"R$ 59,28",Novo  |  +1000 vendidos,Vendido porHJE202406,MercadoLíder Platinum,"4,8","961,0",1,1,MLB,864,52,13,7,25,"89,9","5,4","1,4","0,7","2,6","34,6",https://www.mercadolivre.com.br/1200ml-garrafa-termica-bebidas-quentes-e-frias-garrafas-de-agua-para-desporto-e-fitness-cor-verde-musgo/p/MLB37475752?searchVariation=MLB37475752#polycard_client=search-nordic&searchVariation=MLB37475752&wid=MLB4024389711&position=18&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
32,Garrafa Térmica Classic Stanley - 950 Ml Cor Hammertone Gree Cor Hammertone green,"R$ 199,90",Novo  |  +1000 vendidos,Vendido porBRAVIUM,MercadoLíder Platinum,"4,7","244,0",1,1,MLB,217,9,6,2,10,"88,9","3,7","2,5","0,8","4,1","21,7",https://www.mercadolivre.com.br/garrafa-termica-classic-stanley-950-ml-cor-hammertone-gree-cor-hammertone-green/p/MLB36006952?searchVariation=MLB36006952#polycard_client=search-nordic&searchVariation=MLB36006952&wid=MLB5342881916&position=19&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
33,Tubo De Sucção Garrafa Térmica Chacal Reposição,"R$ 39,92",Novo  |  +5 vendidos,BR GROW,+1000Vendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-5347139250-tubo-de-succo-garrafa-termica-chacal-reposico-_JM?searchVariation=187492400023#polycard_client=search-nordic&searchVariation=187492400023&position=47&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
34,Garrafa Térmica De 1 Litro Quick Press Samba Emsa Preta Cor Preto,"R$ 252,30",Novo  |  +100 vendidos,Loja oficialMagazine Rufino,MercadoLíder Platinum,"4,9","40,0",1,1,MLB,39,0,0,0,1,"97,5","0,0","0,0","0,0","2,5","39,0",https://www.mercadolivre.com.br/garrafa-termica-de-1-litro-quick-press-samba-emsa-preta-cor-preto/p/MLB20359461?searchVariation=MLB20359461#polycard_client=search-nordic&searchVariation=MLB20359461&wid=MLB3057908692&position=20&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
35,Garrafa Térmica Em Aço Inox Com Termômetro Digital 500 Ml Cor Preto,"R$ 23,48",Novo  |  +1000 vendidos,Vendido porDXL COMERCIAL,MercadoLíder,"4,7","109,0",1,1,MLB,89,11,5,2,2,"81,7","10,1","4,6","1,8","1,8","44,5",https://www.mercadolivre.com.br/garrafa-termica-em-aco-inox-com-termmetro-digital-500-ml-cor-preto/p/MLB22357595?searchVariation=MLB22357595#polycard_client=search-nordic&searchVariation=MLB22357595&wid=MLB3793580333&position=21&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
36,Botijão Térmico Com Torneira 10l Arezzo - 7.1.170 Unitermi Cor Vermelho,"R$ 132,79",Novo  |  +1000 vendidos,Vendido porAQTEMTUDO,MercadoLíder Platinum,"4,7","1,0",1,1,MLB,1,0,0,0,0,"85,7","8,5","2,2","1,1","2,5",inf,https://www.mercadolivre.com.br/botijo-termico-com-torneira-10l-arezzo-71170-unitermi-cor-vermelho/p/MLB19764955?searchVariation=MLB19764955#polycard_client=search-nordic&searchVariation=MLB19764955&wid=MLB3885011739&position=22&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
37,Garrafão Térmico Grande Garrafa Botijão 3 Litros Quente Frio,"R$ 29,20",Novo  |  +5 vendidos,TERTEM,+5milVendas concluídas,"0,0",,1,1,MLB,0,0,0,0,0,"0,0","0,0","0,0","0,0","0,0","0,0",https://produto.mercadolivre.com.br/MLB-4027317521-garrafo-termico-grande-garrafa-botijo-3-litros-quente-frio-_JM?searchVariation=187479334715#polycard_client=search-nordic&searchVariation=187479334715&position=48&search_layout=grid&type=item&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91
38,"Garrafa Termica Conserva Quente Frio Fitness Academia 1,2l Cor Verde","R$ 53,90",Novo  |  +1000 vendidos,Vendido porCELLPHONE ACESSORIOS,MercadoLíder Gold,"4,8","682,0",1,1,MLB,604,43,10,3,22,"88,6","6,3","1,5","0,4","3,2","27,5",https://www.mercadolivre.com.br/garrafa-termica-conserva-quente-frio-fitness-academia-12l-cor-verde/p/MLB28995092?searchVariation=MLB28995092#polycard_client=search-nordic&searchVariation=MLB28995092&wid=MLB3716641899&position=23&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
39,"Garrafa Térmica Vidro Lúmina 1,8l Para Café Ou Chá Termolar Cor Cinza","R$ 108,81",Novo  |  +1000 vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,6","5,0",1,1,MLB,5,0,0,0,0,"82,1","6,7","3,1","1,7","6,4",inf,https://www.mercadolivre.com.br/garrafa-termica-vidro-lumina-18l-para-cafe-ou-cha-termolar-cor-cinza/p/MLB25205455?searchVariation=MLB25205455#polycard_client=search-nordic&searchVariation=MLB25205455&wid=MLB4036806675&position=24&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
40,Garrafa Térmica 1200ml Bebidas Quentes E Frias Adequado para utilização diária em casa Cor Cinza-escuro,"R$ 59,99",Novo  |  +1000 vendidos,Vendido porHJE202406,MercadoLíder Platinum,"4,8","961,0",1,1,MLB,864,52,13,7,25,"89,9","5,4","1,4","0,7","2,6","34,6",https://www.mercadolivre.com.br/garrafa-termica-1200ml-bebidas-quentes-e-frias-adequado-para-utilizaco-diaria-em-casa-cor-cinza-escuro/p/MLB37800829?searchVariation=MLB37800829#polycard_client=search-nordic&searchVariation=MLB37800829&wid=MLB4024338535&position=25&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
41,Garrafa De Mesa Termica Lumina Termolar 500ml Inox,"R$ 75,90",Novo  |  +5mil vendidos,Vendido porDistribuidora Galante,MercadoLíder Platinum,"4,6","5,0",1,1,MLB,5,0,0,0,0,"82,1","6,7","3,1","1,7","6,4",inf,https://www.mercadolivre.com.br/garrafa-de-mesa-termica-lumina-termolar-500ml-inox/p/MLB20536321?searchVariation=MLB20536321#polycard_client=search-nordic&searchVariation=MLB20536321&wid=MLB4623258106&position=26&search_layout=grid&type=product&tracking_id=bfaa6532-b87f-4223-9609-f3411463ae91&sid=search
