id,titulo,link,preco,preco_original,desconto,vendedor,seller_id,reputation_level,power_seller_status,rating_medio,total_reviews,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,marca,condicao,descricao_produto,caracteristicas_principais,main_characteristics,other_characteristics,frete_gratis,shipping_mode,tempo_entrega,imagem_url,fotos_produto,product_id,sku,brand,data_coleta,tem_dados_detalhados,qualidade_extracao_detalhada,score_qualidade_detalhes,comentarios_reviews,total_comentarios,comentarios_positivos,comentarios_negativos,comentarios_com_imagens,comentario_mais_curtido,comentario_mais_recente,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,timestamp_extracao_detalhada,metodo_extracao_detalhada,tamanho_resposta_bytes,status_resposta_http,total_reviews_individual,total_reviews_original,tipo_linha
MLBU1431782412,Cartucho Tinta Original Hp 667xl 2776 2774 6476 Colorido,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667xl-2776-2774-6476-colorido/up/MLBU1431782412#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=25f1fc4e-ce6b-44a1-a787-d69b26ab0df5&wid=MLB2813292506&sid=search,BRL 249.9,N/A,Sem desconto,Tec Print ,69438105,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8 mL | Cor da tinta: Colorido | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 300 páginas | Tinta .,,Marca: HP; Linha: DesignJet; Modelo: 2300 2700 667 667XL Deskjet Ink Advantage 2376 Deskjet Ink Advantage 2774 Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476; Modelo alfanumérico: HP-667; Tipo de cartucho: Original; Conteúdo total em volume: 8 mL; Cor da tinta: Colorido; Rendimento de páginas: 300; É recarregável: Não; É kit: Não,Rendimento de páginas: 300; É recarregável: Não; É kit: Não,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_941245-MLB51671149505_092022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1431782412,MLBU1431782412,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,100,Sim,Sim,30 dias,2025-09-29T14:58:59.260632,spider_scrapy,611182,200,0.0,0.0,produto_com_reviews
MLBU1428950771,2x Cartucho Tinta Original Hp 667xl 2776 2376 3ym81al Preto,https://www.mercadolivre.com.br/2x-cartucho-tinta-original-hp-667xl-2776-2376-3ym81al-preto/up/MLBU1428950771#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=25f1fc4e-ce6b-44a1-a787-d69b26ab0df5&wid=MLB2864554866&sid=search,BRL 449.77,N/A,Sem desconto,Tec Print ,69438105,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 8.5 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | É recarregável. | Rende 480 páginas,,"Marca: HP; Linha: DesignJet; Modelo: 667xl 667 Deskjet Ink Advantage 2376; Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476; Modelo alfanumérico: HP-667XL; Tipo de cartucho: Original; Conteúdo total em volume: 8,5 mL; Cor da tinta: Preto; Rendimento de páginas: 480; É recarregável: Sim",Rendimento de páginas: 480; É recarregável: Sim,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_746145-MLB52004671536_102022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1428950771,MLBU1428950771,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,25,Sim,Sim,30 dias,2025-09-29T14:59:02.219930,spider_scrapy,571281,200,0.0,0.0,produto_com_reviews
MLBU1119981741,Cartucho Tinta Original Hp 667xl 2776 2376 3ym81al Preto,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667xl-2776-2376-3ym81al-preto/up/MLBU1119981741#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=25f1fc4e-ce6b-44a1-a787-d69b26ab0df5&wid=MLB3243599681&sid=search,BRL 195.2,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8.5 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende  páginas | Tinta pigmentada.,,"Marca: HP; Linha: DesignJet; Modelo: 667xl 667 Deskjet Ink Advantage 2376; Deskjet Ink Advantage 2776 Deskjet Ink Advantage 6476; Tipo de cartucho: Original; Conteúdo total em volume: 8,5 mL; Cor da tinta: Preto; Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Não; É kit: Não",Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Não; É kit: Não,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_966159-MLB54128224476_032023-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1119981741,MLBU1119981741,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,5,Sim,Sim,30 dias,2025-09-29T14:59:04.957458,spider_scrapy,573602,200,0.0,0.0,produto_com_reviews
MLBU1440498316,Kit  De Cartuchos Originais Hp 667 Xl Black + Color,https://www.mercadolivre.com.br/kit--de-cartuchos-originais-hp-667-xl-black--color/up/MLBU1440498316#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=25f1fc4e-ce6b-44a1-a787-d69b26ab0df5&wid=MLB2940742305&sid=search,BRL 284.57,N/A,Sem desconto,TECNO EKN,1200126404,5_green,silver,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 2 | Conteúdo total em volume: 16 mL | Cor da tinta: Preto/Tricolor | Unidades por kit: 2 | Formato de venda: Kit | Cartucho do tipo original. | É recarregável. | Rende  páginas,,Marca: HP; Linha: DesignJet; Modelo: 667XL; Tipo de cartucho: Original; Conteúdo total em volume: 16 mL; Cor da tinta: Preto/Tricolor; É recarregável: Sim,É recarregável: Sim,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_750764-MLB52387230600_112022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1440498316,MLBU1440498316,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,100,Sim,Sim,30 dias,2025-09-29T14:59:08.616088,spider_scrapy,606704,200,0.0,0.0,produto_com_reviews
MLBU1967266580,Cartucho 667xl Preto Original Hp 2375 2376 2775 2776 6476,https://www.mercadolivre.com.br/cartucho-667xl-preto-original-hp-2375-2376-2775-2776-6476/up/MLBU1967266580#polycard_client=search-nordic&search_layout=grid&position=49&type=product&tracking_id=25f1fc4e-ce6b-44a1-a787-d69b26ab0df5&wid=MLB1774404812&sid=search,BRL 213.44,N/A,Sem desconto,Primer Print,180788269,5_green,platinum,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8.5 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende  páginas | Tinta pigmentada.,,"Marca: HP; Linha: DesignJet; Modelo: 667XL; Modelo alfanumérico: 3ym81al; Tipo de cartucho: Original; Conteúdo total em volume: 8,5 mL; Cor da tinta: Preto; Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Não",Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Não,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_951805-MLA74725025949_022024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1967266580,MLBU1967266580,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,100,Sim,Sim,30 dias,2025-09-29T14:59:12.154047,spider_scrapy,611572,200,0.0,0.0,produto_com_reviews
MLBU1436486297,Cartucho Hp 667 Xl Black Original,https://www.mercadolivre.com.br/cartucho-hp-667-xl-black-original/up/MLBU1436486297#polycard_client=search-nordic&search_layout=stack&position=3&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB2940953349&sid=search,BRL 143.91,N/A,Sem desconto,TECNO EKN,1200126404,5_green,silver,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 8.5 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | É recarregável. | Rende  páginas | Tinta pigmentada.,,"Marca: HP; Linha: DesignJet; Modelo: 667XL; Modelo alfanumérico: 3YM79AB; Tipo de cartucho: Original; Conteúdo total em volume: 8,5 mL; Cor da tinta: Preto; Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Sim",Modelo detalhado: 3YM81AL; Tipo de tinta: Pigmentada; É recarregável: Sim,Sim,me2,Consultar no site,N/A (imagens desabilitadas),"https://http2.mlstatic.com/D_NQ_NP_968859-MLB52388387613_112022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU1436486297,MLBU1436486297,HP,2025-09-29T15:19:28.143814,True,excelente,83.3,,0,0,0,0,,,,1000,Sim,Sim,30 dias,2025-09-29T14:59:16.213376,spider_scrapy,616862,200,0.0,0.0,produto_com_reviews
MLBU753946327,N/A,https://www.mercadolivre.com.br/kit-cartucho-tinta-original-hp667xl-pretocolorido-2376-2774/up/MLBU753946327#polycard_client=search-nordic&search_layout=stack&position=4&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB2966243518&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:19.202447,spider_scrapy,211224,200,0.0,0.0,produto_com_reviews
MLBU2889036513,N/A,https://www.mercadolivre.com.br/cartucho-hp-667xl-85ml-3ym81al-3ym81ab-preto/up/MLBU2889036513#polycard_client=search-nordic&search_layout=stack&position=5&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB5216036344&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:21.240604,spider_scrapy,210001,200,0.0,0.0,produto_com_reviews
N/A,N/A,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6qstQPEfuiMOpcwWuTD6T2I8FQ0pbFrFaQBkk3VM0RZ0dTJjFptdGUcN%2BI7k6jwl3T%2FcetbKcpWpAEMjNnvT843lB4ZHbc5NsJfgG51LOKjemPQMrG3oJSbSS2qm23V1xD4YaG%2BlCWdDpt6SSWD%2Fcr5bhhLxtsK3FZqRXGZhFzadlCz32ApHr%2FRv0mGST9qR0L%2F9j4jQh7y2YFbsO1UmGxFy%2BuirALAxNHip72SWAtPUjVyQzdpeglU2O3kqwjLBcc3d0Y4ESpU%2BNpqDfBuluWXa2amfDhEeMQfhlB%2FJGlNxZDAmbf0WgRN0qVvr%2BqWjDRXWuoX%2BmGq4p3cZKokxsHoJ4ueRD6838tZGKq%2FZoGwMLTO4wlyhYPQCnunLcGF4IW7dfA%2FPgdWLPnIFzAc6AV%2F4sBG%2FnO%2BM7T6%2B2t%2BcRnF4iPivABugG4UB5sHB17Fy4Ca4LpzXmBsBhI%2F7Lr2%2Bjll%2BPVz3%2FIKLtEc%2BHg%2FzWG2REH2Uczo2RBC1RD8AWdJOb4Khz57kjQK%2BUV3aE76MCAdUsAPaEOuNe1M1qLDYWtMfaOSb28W9j8NGJnapOecm0BUPwqaLCb0A3irGq1XmJI34Cas99QfwIAcJ9SIthilwR6YuUJMbq7nBlpAesWmVNlBHfJxYz811LsI6mSciyyiJSl%2B7%2FKg9S5r6eKYLkOD%2FTWQ30jv2tYlGA%2FQCiLTkZkozvnzi5xad8lUTX4QUVs6fz3notjC2fY5c8uKnZkE3p%2Fhd9p95bMnY1frPKoYQmIHSvN5TSh39BTXthxTBmVpmFKH3E1MAmZRdwHFJl8z7Y0RYMZ906NJnOqMnsgP17Osa%2BW5Ywcrj32qEvQkHOW22vAzkZNX0PD0o8nbhp4qD6h4tjWOpJ0OxSRkhqEEWlR0IjJWfKRVRsyQUCzFxmdEFw7MhooWVDXu0ls2tkoxjxQqTXLI%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MLB44959957&backend_model=search-backend&search_layout=stack&position=6&type=pad&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB5529170968&sid=search,N/A,N/A,Sem desconto,N/A,,,,4.5,21,16,5,0,0,0,True,0,0,21,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:24.898673,spider_scrapy,211393,200,,,produto
N/A,N/A,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aWJmi7ujrS7WG3oCgmw43kY6UH8HWgteDpqk0IuG%2F1ovsAPk918qoQWcGtsacamjhQAa%2FG5zqK5x84FHL21RZEofjjcBo%2Fve%2FZ9NKC%2BQG7FxkDdILfOOXNCY6j9uX%2Fh3Wkg9OECMHMmSDLZ5g8rdB%2FuaK7U%2FnmXAFkiURouk0a6edT6DwJjRv6XP8AMYFRpKsl9VzjtO1QitX6KDWUk3kFyaqPw9XufgKWHKxTSwYXdanpXAUGrX0hv1hpuGxqUOPsqD1yUwfkTniqM0uBgqpTpGL9YusVrP4dVDiGvyw52lDCJdkRs2vKq4eB3vPCWLnONxTIARZqNMQMLR3EFqwRw7VGl3UH%2FhkCY62YPPlM4zQSwHtwagfGPZA1XrUQC6hGPpkwNH3xk59LgQJ6wRvtMZZGvvnyFCM8ycQn%2B3LHCgvXzfQNTph%2F80%2ByrNxwaVG8OgK%2Fc%2FnBAKnT6B2jWk4se%2BFog0iyejusVjBbLyN23QxL6hghjx2yGx66kLCm%2B6zknL%2Fclt6CHQUBQ%2FcT80B4%2F%2Ft6i3SJCFpkm9vTCL7aLSoyUPv%2F9WI9awupCnbnTL3amR6UrepTtmXOoQc1P%2Fvsj3bxtVVKBN6N4IOxIoxCbJTb13xIXFaGFBYVyKrSoCc4imGdZP1lV%2BIx6jGi%2FnJSTOSgOVN81lUtjPireUMMzMvFUBAZH7zF9EJ6hS47pXkV9aOz7LGAp5mxuviICAUgYA4OX%2B%2BCppzVycGhXBGFIbWDJ96M7CRbP5xOEQF3aUPy027i7QWCDSFd73RulaC2YIvXcbJts1ZgYQiMxNPyIkv08ihFPQ82B5IiCZoj1P9iESJdJKBY%2BTUfWhfKic7r%2BZKd8nIJjeSemqa%2B0wcuzkihPjnrkco5bNPmYWOyz7wUwBWy37cZ%2BiHkeaUmx3zS0lLEj5SARDrNbbkgOU%2FvhQ%2F%2F30YRDl3w%3D%3D#polycard_client=search-nordic&is_advertising=true&searchVariation=MLB22549449&backend_model=search-backend&search_layout=stack&position=7&type=pad&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB4134323475&sid=search,N/A,N/A,Sem desconto,N/A,,,,4.5,165,118,41,4,1,1,True,0,0,159,2,4,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:28.137666,spider_scrapy,209298,200,,,produto
MLBU774033439,N/A,https://www.mercadolivre.com.br/cartucho-hp-667xl-original-3ym80ab-cores/up/MLBU774033439#polycard_client=search-nordic&search_layout=stack&position=8&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB3894150458&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:31.446059,spider_scrapy,209060,200,0.0,0.0,produto_com_reviews
MLBU3130899060,N/A,https://www.mercadolivre.com.br/kit-cartucho-hp-667-667xl-deskjet-2776-preto-e-color/up/MLBU3130899060#polycard_client=search-nordic&search_layout=stack&position=9&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB5353815238&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:34.164567,spider_scrapy,209099,200,0.0,0.0,produto_com_reviews
MLBU1816718016,N/A,https://www.mercadolivre.com.br/cartucho-preto-hp-667xl-original-2376-2774/up/MLBU1816718016#polycard_client=search-nordic&search_layout=stack&position=10&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB5095464962&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:36.374636,spider_scrapy,209197,200,0.0,0.0,produto_com_reviews
N/A,N/A,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=MLDm6uQhECTdakGVtiUWcyGN%2FI7Iq6Bt1NvyoGjjBBTEHAx8S16%2FEn3za0yFmo5oMem3nQbGKTwpFFoVpEUdxkklkxLlyCCV%2BrTOEw3Xo9%2Bxvek5%2BiLvsC7Qge3a7ip906Su%2FSWHGzMH0ITrzAZUZLWCM8ROn9EnEUBysbKw%2FsgX59xgz3v1%2F2gMY6gt%2Fj8cBxDJWdUMQmB%2F10hEqX0FLmtsZdrFeYWvmXvWbtcav%2Fe%2BmWrP0MmR40bavM%2FGZHOmAoJrxQdOZV05%2FqGZy%2Fgna10jw7%2BojYBND65Mu6bZWyA7gmb5mrlJ%2B7kj5KEH29EUJYammZ609ZGXZ9JGUhzlsj%2FRLk78oXyAUReQ8LN%2Fr%2Ba8ocmcaS50un1NIYQ9ITuZL2r1MT6TOSRh10EDPFTKx%2FPUqveEFlqqDjeoEiZDqBia9BSE54OJN1wpVEpLiJaGsebAK8jQ%2BOnF%2F3j2HqjbRXFbVdwY2xVMKJjPIxBZftfrL79k2sNNH3JBumd8gqEne24d0E92rH%2BFE9yVxTu5JxQgJgdXKyPwH%2BKNSmeeJwArlJloeRI1At56q%2FYNdn7Fmnp9lEGD73JnKwmQT76s%2B8JasJavscGjzTyTzmQ1ObVTs2KDGC93XAjkHIHqEFJ1B8iaLUkdIrDaGXIwKLB5Isqw3l1aK4YU3pPqOab9oXMGCBB5JdQlizzrobWy8lMkIrUt7fekpQe5DmGKZCql%2FruHQ%2F4YzqK%2F3TnYLIRj7FRr2HT29ko5HaFCpXL7nSI2GqvvEA7UPOQBl0hmzTBkBXI5K1vNCy5O7Lk6SXU2BJ1CLYtKB7tK2L5eqm21PC7JrpuP6D4%2FzmX41wNZrxURYmn5vSS29F39AndoQh1kvG73jQGSSpXS6vHBgZeAVt8G5Gcc2eO%2FfEDMswp%2BwLqCYtJNIk%2F%2FO%2BP1QOK3%2BmL0oqHEKxh%2BzdZWwg9J%2FzpzmF4h6GSsTVtq#polycard_client=search-nordic&is_advertising=true&searchVariation=MLBU759905062&backend_model=search-backend&search_layout=stack&position=11&type=pad&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB3208180972&sid=search,N/A,N/A,Sem desconto,N/A,,,,4.4,547,276,191,54,16,10,True,0,0,467,26,54,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:40.021787,spider_scrapy,211304,200,,,produto
N/A,N/A,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Tye5X60iyB3iBcs%2F4X8nuBS%2F1PvPKW341%2Bupzv2RNUZnasnmtPosSfOqVyNFknmNAEANDcDHuTZKugnmYjBtHrWNGaAzoDLVad%2FGi59LzqZshn%2Fvr%2FakXoNzSi5lKzjRwQ7bp8yF8KA3UStsAx5NrbwxWWiN4WHIF6Gr7A5sILfxlxPIOx4qAufpYUQFueCOSOZOQeVrVlC5K%2FT5yZedLIldWvStGqe8%2F2k5b5vVTn8vqMJMcKoYttVP1%2BliyojCILco6RsC09M%2BacL7uORgiaNyL8qMx%2Ff3FaaHCj4KCkfNv7%2BiZNLvd1qMf3pyzSA07LOIi54icmb3EMHf%2FBOz9Wq%2FZPDOl9Ce24Cs8oX5JlOXdSKSs2ymdnpBKeJb5KtZDyszqRxtdQZePE%2FzOvWIscx31w%2BrxiDnsS7wAIEFFvShqhsax1xTabG74ZM0AqEi8deC%2Faotqw8Z9THkZdOTup88O0%2F2Slj1LGZtL90eVqudxDW0ihu1gWz2y80Jl9soqv%2Fo%2FqAbgGZ5N0Br4N3meOo3C5bS6zoYY8ZGPESlMUm1gPx0yN4Da0ghLFlufsruqElmgLTK3jcHhhFeDU6OWWF3d7OPk1ITNSi3SyS53Uo7hyboT5IXf6lmvwMT4e24p%2FEo6%2BOFOMRBcsYv%2FzUceTlgmLFnMQhZIHMnfghPEb76Dvasz7UF0HRQcYif%2FqLm62QOtW2XLOY%2B1ZcusjXmVreXKes4zL2byeUqzFgJFLWpbP%2F5XK41WoRNRvoSwphdvkKwOzN4b57u4U%2Bmt4FLIXrWJ1BEiJsT%2BYGRT%2F%2Fmav8o5jhhcnot6Qc99na%2BNlPJpqaI3h4q6%2FMiMqyRIcdZX9NaEbSEs9cwoDrSlkz5IJ0WiklDhiLCCA4c%2FzbrVZ7S62vZhq47H4DcCHSUztAUGIUVeMh6t0u2GBBWxh58PlD%2BlPpf#polycard_client=search-nordic&is_advertising=true&searchVariation=MLB36803813&backend_model=search-backend&search_layout=stack&position=12&type=pad&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB3794287525&sid=search,N/A,N/A,Sem desconto,N/A,,,,4.7,139,99,34,4,1,1,True,0,0,133,2,4,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:43.101762,spider_scrapy,209147,200,,,produto
MLBU1427511325,N/A,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667xl-2776-2774-6476-colorido/up/MLBU1427511325#polycard_client=search-nordic&search_layout=stack&position=13&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB2813311538&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:45.149945,spider_scrapy,209239,200,0.0,0.0,produto_com_reviews
MLBU3151161504,N/A,https://www.mercadolivre.com.br/kit-cartucho-667xl-preto--colorido/up/MLBU3151161504#polycard_client=search-nordic&search_layout=stack&position=14&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB4045609679&sid=search,N/A,R$ 149,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:47.800050,spider_scrapy,209171,200,0.0,0.0,produto_com_reviews
MLBU1981113319,N/A,https://www.mercadolivre.com.br/cartucho-colorido-hp-667xl-original-8ml-2376-2774/up/MLBU1981113319#polycard_client=search-nordic&search_layout=stack&position=15&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB3856838601&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:50.579656,spider_scrapy,209090,200,0.0,0.0,produto_com_reviews
MLBU3116687591,N/A,https://www.mercadolivre.com.br/cartucho-hp-667xl-color-remanufaturado/up/MLBU3116687591#polycard_client=search-nordic&search_layout=stack&position=16&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB4029784103&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:53.546903,spider_scrapy,209184,200,0.0,0.0,produto_com_reviews
MLBU2586337007,N/A,https://www.mercadolivre.com.br/cartucho-hp-667xl-preto-e-color-02-preto-e-01-colorido-novo/up/MLBU2586337007#polycard_client=search-nordic&search_layout=stack&position=17&type=product&tracking_id=e762be27-1443-4b0f-ad6e-24e8f9a752d9&wid=MLB3891366011&sid=search,N/A,N/A,Sem desconto,N/A,,,,0.0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,N/A,N/A,,,,Não,,Consultar no site,N/A (imagens desabilitadas),,,,,2025-09-29T15:19:28.143814,True,limitada,33.3,,0,0,0,0,,,N/A,N/A,N/A,Sim,30 dias,2025-09-29T14:59:56.779392,spider_scrapy,209120,200,0.0,0.0,produto_com_reviews
