id,titulo,link,preco,preco_original,desconto,vendedor,seller_id,reputation_level,power_seller_status,rating_medio,total_reviews,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,marca,condicao,descricao_produto,caracteristicas_principais,frete_gratis,shipping_mode,tempo_entrega,imagem_url,fotos_produto,product_id,sku,brand,data_coleta,tem_dados_detalhados,qualidade_extracao_detalhada,score_qualidade_detalhes,comentarios_reviews,total_comentarios,comentarios_positivos,comentarios_negativos,comentarios_com_imagens,comentario_mais_curtido,comentario_mais_recente,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,timestamp_extracao_detalhada,metodo_extracao_detalhada,tamanho_resposta_bytes,status_resposta_http
,HP Advantage 664,,N/A,,Sem desconto,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,,Novo,N/A,,Não,,Consultar no site,,"https://http2.mlstatic.com/D_NQ_NP_891215-MLA25146849119_112016-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB6125886,MLB6125886,HP,2025-09-29T13:54:42.665731,False,nao_realizada,50.0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
