id,titulo,link,preco,preco_original,desconto,vendedor,seller_id,reputation_level,power_seller_status,rating_medio,total_reviews,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,marca,condicao,descricao_produto,caracteristicas_principais,frete_gratis,shipping_mode,tempo_entrega,imagem_url,fotos_produto,product_id,sku,brand,data_coleta,tem_dados_detalhados,qualidade_extracao_detalhada,score_qualidade_detalhes,comentarios_reviews,total_comentarios,comentarios_positivos,comentarios_negativos,comentarios_com_imagens,comentario_mais_curtido,comentario_mais_recente,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,timestamp_extracao_detalhada,metodo_extracao_detalhada,tamanho_resposta_bytes,status_resposta_http
N/A,Kit 03 Cartucho Tinta Original Hp 664- 2 Preto / 1 Colorido,https://www.mercadolivre.com.br/kit-03-cartucho-tinta-original-hp-664-2-preto--1-colorido/up/MLBU1471821876#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB4443620156&sid=search,"R$ 267,86",N/A,,Tec Print,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,False,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Kit Cartucho Hp 664 Preto E Colorido 2135 2674 2676 Original,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-colorido-2135-2674-2676-original/up/MLBU1120068512#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3050587407&sid=search,"R$ 143,90",N/A,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,True,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
MLB2039724604,Kit De Cartuchos 664 Hp -  2 Pretos E 1 Color Original,https://www.mercadolivre.com.br/hp-kit-cartuchos-hp-664-2-cartucho-hp-664-colorido-1/p/MLB2039724604#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB4459867280&sid=search,"R$ 219,90",N/A,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,False,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
MLB39021524,Cartuchos Hp 664xl Preto E Colorido Hp Lacrados,https://www.mercadolivre.com.br/cartuchos-hp-664xl-preto-e-colorido-hp-lacrados/p/MLB39021524#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3805850875&sid=search,R$ 248,N/A,,Park Ecom,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,False,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
MLB36783881,Cartucho De Tinta Hp 664 Negro y 664 Tricolor 2 Unidades,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-negro-y-664-tricolor-2-unidades/p/MLB36783881#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3688322801&sid=search,"R$ 143,90",N/A,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,True,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Kit Cartucho Tinta Original Hp 664 Preto + 664 Colorido 2676,https://www.mercadolivre.com.br/kit-cartucho-tinta-original-hp-664-preto--664-colorido-2676/up/MLBU1469947602#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB4316322696&sid=search,"R$ 187,84",N/A,,Tec Print,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,False,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Kit Cartucho Tinta Original Hp 667 Preto Colorido 2376 2774,https://www.mercadolivre.com.br/kit-cartucho-tinta-original-hp-667-preto-colorido-2376-2774/up/MLBU1452112414#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3557345941&sid=search,"R$ 176,84",N/A,,Tec Print,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,False,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto--hp-664-colorido-original-nf/up/MLBU1455884048#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3670283480&sid=search,"R$ 140,99",R$ 154,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,True,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Cartucho De Tinta  Hp 664 Preto  Original,https://www.mercadolivre.com.br/cartucho-de-tinta--hp-664-preto--original/up/MLBU753315546#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB2672493865&sid=search,"R$ 64,90",N/A,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,True,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
N/A,Kit 2 Cartuchos Originais Hp 664 Preto + Color Deskjet 3776,https://www.mercadolivre.com.br/kit-2-cartuchos-originais-hp-664-preto--color-deskjet-3776/up/MLBU1974340702#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=adcafe7d-99ef-4686-8b18-c71a01cf585a&wid=MLB3197586438&sid=search,"R$ 164,90",N/A,,N/A,,,,0,0,0,0,0,0,0,False,0,0,0,0,0,N/A,Novo,,,True,,,N/A (imagens desabilitadas),,,,,2025-09-29T13:08:07.599350,False,nao_realizada,0,,0,0,0,0,,,,,,,,,nao_realizada,0,0
