id,titulo,link,preco,preco_original,desconto,vendedor,seller_id,reputation_level,power_seller_status,rating_medio,total_reviews,rating_5_estrelas,rating_4_estrelas,rating_3_estrelas,rating_2_estrelas,rating_1_estrela,tem_reviews,reviews_com_texto,reviews_com_imagens,avaliacoes_positivas,avaliacoes_negativas,avaliacoes_neutras,marca,condicao,descricao_produto,caracteristicas_principais,frete_gratis,shipping_mode,tempo_entrega,imagem_url,fotos_produto,product_id,sku,brand,data_coleta,tem_dados_detalhados,qualidade_extracao_detalhada,score_qualidade_detalhes,vendas_loja,vendas_produto,devolucao_gratis,compra_garantida,tempo_garantia,timestamp_extracao_detalhada,metodo_extracao_detalhada,tamanho_resposta_bytes,status_resposta_http
MLB44336841,Kit Cartucho De Tinta Hp 662 Preto E 622 Colorido,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-662-preto-e-622-colorido/p/MLB44336841#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5244722402&sid=search,BRL 182,N/A,Sem desconto,siad,279402731,5_green,silver,4.6,53,39,13,1,0,0,True,0,0,52,0,1,N/A,Novo,"Conteúdo total em volume: 2 mL. | Imprima com qualidade superior e cores vibrantes, ideal para documentos e fotos com excelente durabilidade.",,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_735340-MLA93090094208_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_735340-MLA93090094208_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB44336841,MLB44336841,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:02:10.706861,spider_scrapy,656551,200
MLB22288344,"Cartucho Hp 664xl Preto 664xl Original Hp Deskjet 1115, 2136",https://www.mercadolivre.com.br/cartucho-hp-664xl-preto-664xl-original-hp-deskjet-1115-2136/p/MLB22288344#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4115042835&sid=search,BRL 125,R$ 198,36.9%,supryecomerce,2523139116,5_green,silver,4.1,21,12,7,2,0,0,True,0,0,19,0,2,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8.5 mL. | Cor da tinta: Preto. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | Rende 480 páginas | Tinta pigmentada.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_674268-MLA78394161904_082024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_674268-MLA78394161904_082024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB22288344,MLB22288344,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,5000,Sim,Sim,30 dias,2025-09-28T19:02:14.226930,spider_scrapy,623693,200
MLB36804595,Cartucho De Tinta Hp 664 Cor Preto/tricolor Do 4 Ml,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-cor-pretotricolor-do-4-ml/p/MLB36804595#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4716242508&sid=search,BRL 156.8,N/A,Sem desconto,TOTALTEK ML,524030420,5_green,silver,4.7,4954,3470,1238,148,49,49,True,0,0,4708,98,148,N/A,Novo,Linha Advantage. | Conteúdo total em volume de 4 mL. | Cor da tinta: Preto/Tricolor. | Rendimento de páginas: 100.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_614171-MLA77195834220_072024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_614171-MLA77195834220_072024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36804595,MLB36804595,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,10000,Sim,Sim,30 dias,2025-09-28T19:02:17.784645,spider_scrapy,676173,200
MLB47914809,3 Cartuchos Hp 664xl Preto 1 Color Genuíno,https://www.mercadolivre.com.br/3-cartuchos-hp-664xl-preto-1-color-genuino/p/MLB47914809#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5350029660&sid=search,BRL 495.5,N/A,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.6,113,80,28,3,1,1,True,0,0,108,2,3,N/A,Novo,Formato de venda: Kit. | Cartucho do tipo original. | É recarregável. | Tinta pigmentada. | Rende 300 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_803101-MLA91574735354_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_803101-MLA91574735354_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB47914809,MLB47914809,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:02:20.143991,spider_scrapy,650086,200
MLB2039342702,Kit 02 Cartucho 664xl Preto 664 Xl Original Hp E Lacrado,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-664xl-bk-e-color-novo-original/p/MLB2039342702#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB3208174446&sid=search,BRL 193.03,R$ 215,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.3,164,84,57,16,4,3,True,0,0,141,7,16,N/A,Novo,"PARK ECOM, LOJA OFICIAL DO MERCADO LIVRE. APROVEITE AS MELHORES CONDIÇÕES DE COMPRA COM ENVIO RÁPIDO E FRETE GRÁTIS ACIMA DE 79,00! --- QUALIDADE GARANTIDA. --- PRODUTO NOVO. --- EMITIMOS NOTA FISCAL PARA PESSOA FÍSICA E JURÍDICA. --- GARANTIA CONTRA DEFEITOS DE FABRICAÇÃO. ANÚNCIO CONTENDO: 02 CARTUCHOS HP 664XL PRETO DESEMPENHO: 664XL PRETO - ATÉ 480 PÁGINAS (com base na cobertura de 5% da página) VOLUME DE TINTA EM CADA CARTUCHO PRETO: 8,5ml ***PREZADO CLIENTE, ANTES DE CONFIRMAR A COMPRA, VERIFICAR A COMPATIBILIDADE DO CARTUCHO PARA SUA IMPRESSORA. NÃO TROCAMOS CARTUCHOS VIOLADOS POR ERRO DE COMPRA.*** Compatibilidade: Impressora HP Deskjet Ink Advantage 1115 Impressora HP Deskjet Ink Advantage 2134 Impressora HP Deskjet Ink Advantage 2136 Impressora HP Deskjet Ink Advantage 2676 Impressora HP Deskjet Ink Advantage 3636 Impressora HP Deskjet Ink Advantage 3776 Impressora HP Deskjet Ink Advantage 3786 Impressora HP Deskjet Ink Advantage 3788 Impressora HP Deskjet Ink Advantage 3790 ",,Sim,me2,6-6 dias úteis,https://http2.mlstatic.com/D_Q_NP_2X_723436-MLB84792116624_052025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_848927-MLB89500631492_082025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB2039342702,MLB2039342702,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:02:24.423736,spider_scrapy,954903,200
MLB36769417,Cartucho de tinta preto e tricolor HP 664 de 2 ml 2 unidades,https://www.mercadolivre.com.br/cartucho-de-tinta-preto-e-tricolor-hp-664-de-2-ml-2-unidades/p/MLB36769417#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4215398017&sid=search,BRL 139.9,N/A,Sem desconto,offpriceecommerce,1629013117,5_green,gold,4.7,4954,3470,1238,148,49,49,True,0,0,4708,98,148,N/A,Novo,Tipo de cartucho original. | Produz 100 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_837185-MLA91970216365_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_837185-MLA91970216365_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36769417,MLB36769417,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,5000,Sim,Sim,30 dias,2025-09-28T19:02:28.240348,spider_scrapy,690482,200
MLB47973601,Cartucho Hp 664xl Color 664 Xl Hp E,https://www.mercadolivre.com.br/cartucho-hp-664xl-color-664-xl-hp-e/p/MLB47973601#polycard_client=search-nordic&search_layout=grid&position=19&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5350029784&sid=search,BRL 112.52,N/A,Sem desconto,Park Ecom,1301646661,5_green,platinum,4.3,12,7,4,1,0,0,True,0,0,11,0,1,N/A,Novo,Unidades por embalagem: 1. | Conteúdo total em volume: 8 mL. | Cor da tinta: Colorido. | Unidades por kit: 1. | Formato de venda: Unidade. | Cartucho do tipo original. | É recarregável. | Tinta à base de água. | Rende 330 páginas.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_737595-MLA91971911911_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_737595-MLA91971911911_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB47973601,MLB47973601,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,500,Sim,Sim,30 dias,2025-09-28T19:02:31.000581,spider_scrapy,596969,200
N/A,Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,https://www.mercadolivre.com.br/cartucho-hp-664-preto-original-f6v29ab--2136-2676-3776-5076/up/MLBU748382500#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB2045952880&sid=search,BRL 64.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.7,41,30,10,1,0,0,True,0,0,40,0,1,N/A,Novo,Unidades por embalagem: 1 | Conteúdo total em volume: 2 mL | Cor da tinta: Preto | Unidades por kit: 1 | Formato de venda: Unidade | Cartucho do tipo original. | Rende 120 páginas | Tinta pigmentada.,,Não,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_857944-MLA52551191811_112022-E.webp,"https://http2.mlstatic.com/D_NQ_NP_857944-MLA52551191811_112022-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLBU748382500,MLBU748382500,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,100,Sim,Sim,30 dias,2025-09-28T19:02:33.751093,spider_scrapy,602131,200
MLB39092873,Kit 2 Cartuchos Hp 664 Hp 2136 3636 3836 4536 4676,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-hp-2136-3636-3836-4536-4676/p/MLB39092873#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5735105354&sid=search,BRL 143.9,R$ 159,Sem desconto,lvstecnologia,1979067391,5_green,platinum,4.8,108,76,27,3,1,1,True,0,0,103,2,3,N/A,Novo,"Unidades por embalagem: 2. | Cor da tinta: COLORIDO, PRETO. | Unidades por kit: 2. | Formato de venda: Kit. | Cartucho do tipo original. | Tinta pigmentada. | Rende 120 páginas.",,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_625071-MLA92010295485_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_625071-MLA92010295485_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB39092873,MLB39092873,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:02:36.889462,spider_scrapy,647768,200
MLB55040393,HP Advantage 664,https://www.mercadolivre.com.br/hp-advantage-664/p/MLB55040393#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4215260757&sid=search,BRL 149.99,N/A,Sem desconto,offpriceecommerce,1629013117,5_green,gold,4.7,4954,3470,1238,148,49,49,True,0,0,4708,98,148,N/A,Novo,N/A,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_734183-MLA91948823357_092025-E.webp,"https://http2.mlstatic.com/D_NQ_NP_734183-MLA91948823357_092025-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB55040393,MLB55040393,HP,2025-09-28T19:06:36.634819,True,boa,66.7,,50,Sim,Sim,30 dias,2025-09-28T19:02:39.776921,spider_scrapy,656517,200
MLB36751072,Kit Cartucho Hp 664 Preto E Hp 664 Colorido,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-hp-664-colorido/p/MLB36751072#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB4215448989&sid=search,BRL 143.9,N/A,Sem desconto,OBERO INFORMATICA,676710281,5_green,platinum,4.7,4954,3470,1238,148,49,49,True,0,0,4708,98,148,N/A,Novo,Linha Advantage. | Conteúdo total em volume: 2 mL. | Cor da tinta: Preto Pigmentado e Colorido Corante. | Unidades por embalagem: 2. | Rendimento de páginas: 100.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_950197-MLU76394007878_052024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_950197-MLU76394007878_052024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36751072,MLB36751072,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,50000,Sim,Sim,30 dias,2025-09-28T19:02:43.145643,spider_scrapy,700122,200
MLB36751101,Cartucho de tinta HP 664xl Tricolor 8ml,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-tricolor-8ml/p/MLB36751101#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=cad1eb9a-9369-4361-b478-5fbda52df646&wid=MLB5742610720&sid=search,BRL 112,N/A,Sem desconto,VIPH,432458128,5_green,silver,4.5,396,280,99,11,3,3,True,0,0,379,6,11,N/A,Novo,Conteúdo total em volume: 8 mL. | Tipo de cartucho original. | Tinta preta: pigmentada- cor: corante.,,Sim,me2,Consultar no site,https://http2.mlstatic.com/D_Q_NP_2X_910341-MLU76266342803_052024-E.webp,"https://http2.mlstatic.com/D_NQ_NP_910341-MLU76266342803_052024-O.webp; data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",MLB36751101,MLB36751101,HP,2025-09-28T19:06:36.634819,True,excelente,83.3,,1000,Sim,Sim,30 dias,2025-09-28T19:02:46.054035,spider_scrapy,665469,200
